areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate
E92000001,England,nation,2020-07-06,245814,331
E92000001,England,nation,2020-07-05,245483,492
E92000001,England,nation,2020-07-04,244991,579
E92000001,England,nation,2020-07-03,244412,502
E92000001,England,nation,2020-07-02,243910,523
E92000001,England,nation,2020-07-01,160764,177
E92000001,England,nation,2020-06-30,160587,196
E92000001,England,nation,2020-06-29,160391,99
E92000001,England,nation,2020-06-28,160292,142
E92000001,England,nation,2020-06-27,160150,192
E92000001,England,nation,2020-06-26,159958,175
E92000001,England,nation,2020-06-25,159696,261
E92000001,England,nation,2020-06-24,159435,107
E92000001,England,nation,2020-06-23,159328,210
E92000001,England,nation,2020-06-22,159118,178
E92000001,England,nation,2020-06-21,158940,215
E92000001,England,nation,2020-06-20,158725,324
E92000001,England,nation,2020-06-19,158401,323
E92000001,England,nation,2020-06-18,158078,281
E92000001,England,nation,2020-06-17,157797,252
E92000001,England,nation,2020-06-16,157545,252
E92000001,England,nation,2020-06-15,157293,219
E92000001,England,nation,2020-06-14,157074,292
E92000001,England,nation,2020-06-13,156782,372
E92000001,England,nation,2020-06-12,156410,392
E92000001,England,nation,2020-06-11,156018,304
E92000001,England,nation,2020-06-10,155714,63
E92000001,England,nation,2020-06-09,155651,651
E92000001,England,nation,2020-06-08,155000,92
E92000001,England,nation,2020-06-07,154908,228
E92000001,England,nation,2020-06-06,154680,422
E92000001,England,nation,2020-06-05,154258,451
E92000001,England,nation,2020-06-04,153807,431
E92000001,England,nation,2020-06-03,153376,462
E92000001,England,nation,2020-06-02,152914,444
E92000001,England,nation,2020-06-01,152470,294
E92000001,England,nation,2020-05-31,152176,320
E92000001,England,nation,2020-05-30,151856,715
E92000001,England,nation,2020-05-29,151982,560
E92000001,England,nation,2020-05-28,151422,519
E92000001,England,nation,2020-05-27,150903,609
E92000001,England,nation,2020-05-26,150294,492
E92000001,England,nation,2020-05-25,149802,494
E92000001,England,nation,2020-05-24,149308,584
E92000001,England,nation,2020-05-23,148724,979
E92000001,England,nation,2020-05-22,147745,1083
E92000001,England,nation,2020-05-21,146662,854
E92000001,England,nation,2020-05-20,145808,824
E92000001,England,nation,2020-05-19,145376,857
E92000001,England,nation,2020-05-18,144519,816
E92000001,England,nation,2020-05-17,143703,788
E92000001,England,nation,2020-05-16,142915,1136
E92000001,England,nation,2020-05-15,141779,1112
E92000001,England,nation,2020-05-14,140667,1189
E92000001,England,nation,2020-05-13,139478,1146
E92000001,England,nation,2020-05-12,138332,1067
E92000001,England,nation,2020-05-11,137265,891
E92000001,England,nation,2020-05-10,136374,1007
E92000001,England,nation,2020-05-09,135367,1349
E92000001,England,nation,2020-05-08,134018,1694
E92000001,England,nation,2020-05-07,132324,2133
E92000001,England,nation,2020-05-06,130191,1611
E92000001,England,nation,2020-05-05,128580,1842
E92000001,England,nation,2020-05-04,126738,1485
E92000001,England,nation,2020-05-03,125253,2019
E92000001,England,nation,2020-05-02,123234,2228
E92000001,England,nation,2020-05-01,121006,2501
E92000001,England,nation,2020-04-30,118343,2484
E92000001,England,nation,2020-04-29,115859,1403
E92000001,England,nation,2020-04-28,114456,1989
E92000001,England,nation,2020-04-27,112467,2264
E92000001,England,nation,2020-04-26,110203,2152
E92000001,England,nation,2020-04-25,108051,2826
E92000001,England,nation,2020-04-24,105225,3004
E92000001,England,nation,2020-04-23,102221,3084
E92000001,England,nation,2020-04-22,99137,3020
E92000001,England,nation,2020-04-21,96117,3087
E92000001,England,nation,2020-04-20,93030,2401
E92000001,England,nation,2020-04-19,90629,3607
E92000001,England,nation,2020-04-18,87022,3548
E92000001,England,nation,2020-04-17,83474,3985
E92000001,England,nation,2020-04-16,79489,3118
E92000001,England,nation,2020-04-15,76371,3188
E92000001,England,nation,2020-04-14,73183,3854
E92000001,England,nation,2020-04-13,69329,2999
E92000001,England,nation,2020-04-12,66330,3672
E92000001,England,nation,2020-04-11,62658,3841
E92000001,England,nation,2020-04-10,58817,4263
E92000001,England,nation,2020-04-09,54554,3798
E92000001,England,nation,2020-04-08,50756,4788
E92000001,England,nation,2020-04-07,45968,2978
E92000001,England,nation,2020-04-06,42990,3176
E92000001,England,nation,2020-04-05,39814,5107
E92000001,England,nation,2020-04-04,34707,2910
E92000001,England,nation,2020-04-03,31797,3576
E92000001,England,nation,2020-04-02,28221,3583
E92000001,England,nation,2020-04-01,24638,3630
E92000001,England,nation,2020-03-31,21008,2414
E92000001,England,nation,2020-03-30,18594,2107
E92000001,England,nation,2020-03-29,16487,2060
E92000001,England,nation,2020-03-28,14427,2139
E92000001,England,nation,2020-03-27,12288,2506
E92000001,England,nation,2020-03-26,9782,1809
E92000001,England,nation,2020-03-25,7973,1130
E92000001,England,nation,2020-03-24,6843,1258
E92000001,England,nation,2020-03-23,5585,793
E92000001,England,nation,2020-03-22,4792,535
E92000001,England,nation,2020-03-21,4257,873
E92000001,England,nation,2020-03-20,3384,628
E92000001,England,nation,2020-03-19,2756,574
E92000001,England,nation,2020-03-18,2182,625
E92000001,England,nation,2020-03-17,1557,361
E92000001,England,nation,2020-03-16,1196,97
E92000001,England,nation,2020-03-15,1099,253
E92000001,England,nation,2020-03-14,846,201
E92000001,England,nation,2020-03-13,645,159
E92000001,England,nation,2020-03-12,486,99
E92000001,England,nation,2020-03-11,387,63
E92000001,England,nation,2020-03-10,324,46
E92000001,England,nation,2020-03-09,282,40
E92000001,England,nation,2020-03-08,241,58
E92000001,England,nation,2020-03-07,183,39
E92000001,England,nation,2020-03-06,144,39
E92000001,England,nation,2020-03-05,105,25
E92000001,England,nation,2020-03-04,80,32
E92000001,England,nation,2020-03-03,48,11
E92000001,England,nation,2020-03-02,37,4
E92000001,England,nation,2020-03-01,33,12
E92000001,England,nation,2020-02-29,21,3
E92000001,England,nation,2020-02-28,18,5
E92000001,England,nation,2020-02-27,13,0
E92000001,England,nation,2020-02-26,13,0
E92000001,England,nation,2020-02-25,13,0
E92000001,England,nation,2020-02-24,13,4
E92000001,England,nation,2020-02-23,9,0
E92000001,England,nation,2020-02-22,9,0
E92000001,England,nation,2020-02-21,9,0
E92000001,England,nation,2020-02-20,9,0
E92000001,England,nation,2020-02-19,9,0
E92000001,England,nation,2020-02-18,9,0
E92000001,England,nation,2020-02-17,9,0
E92000001,England,nation,2020-02-16,9,0
E92000001,England,nation,2020-02-15,9,0
E92000001,England,nation,2020-02-14,9,0
E92000001,England,nation,2020-02-13,9,1
E92000001,England,nation,2020-02-12,8,0
E92000001,England,nation,2020-02-11,8,0
E92000001,England,nation,2020-02-10,8,4
E92000001,England,nation,2020-02-09,4,1
E92000001,England,nation,2020-02-08,3,0
E92000001,England,nation,2020-02-07,3,0
E92000001,England,nation,2020-02-06,3,1
E92000001,England,nation,2020-02-05,2,0
E92000001,England,nation,2020-02-04,2,0
E92000001,England,nation,2020-02-03,2,0
E92000001,England,nation,2020-02-02,2,0
E92000001,England,nation,2020-02-01,2,0
E92000001,England,nation,2020-01-31,2,2
N92000002,Northern Ireland,nation,2022-02-13,588401,2158
N92000002,Northern Ireland,nation,2022-02-12,586243,2633
N92000002,Northern Ireland,nation,2022-02-11,583610,2923
N92000002,Northern Ireland,nation,2022-02-10,580687,3609
N92000002,Northern Ireland,nation,2022-02-09,577078,3837
N92000002,Northern Ireland,nation,2022-02-08,573241,3959
N92000002,Northern Ireland,nation,2022-02-07,569282,3105
N92000002,Northern Ireland,nation,2022-02-06,566177,2694
N92000002,Northern Ireland,nation,2022-02-05,563483,3201
N92000002,Northern Ireland,nation,2022-02-04,560282,3833
N92000002,Northern Ireland,nation,2022-02-03,556449,4203
N92000002,Northern Ireland,nation,2022-02-02,552246,4769
N92000002,Northern Ireland,nation,2022-02-01,547477,4622
N92000002,Northern Ireland,nation,2022-01-31,542855,4159
N92000002,Northern Ireland,nation,2022-01-30,534119,3069
N92000002,Northern Ireland,nation,2022-01-29,531050,3590
N92000002,Northern Ireland,nation,2022-01-28,527460,3737
N92000002,Northern Ireland,nation,2022-01-27,523722,4243
N92000002,Northern Ireland,nation,2022-01-26,519479,4383
N92000002,Northern Ireland,nation,2022-01-25,515096,5023
N92000002,Northern Ireland,nation,2022-01-24,510073,3932
N92000002,Northern Ireland,nation,2022-01-23,506141,3059
N92000002,Northern Ireland,nation,2022-01-22,503082,3476
N92000002,Northern Ireland,nation,2022-01-21,499606,3568
N92000002,Northern Ireland,nation,2022-01-20,496038,3879
N92000002,Northern Ireland,nation,2022-01-19,492159,4451
N92000002,Northern Ireland,nation,2022-01-18,487708,4081
N92000002,Northern Ireland,nation,2022-01-17,483627,3295
N92000002,Northern Ireland,nation,2022-01-16,480332,2518
N92000002,Northern Ireland,nation,2022-01-15,477814,2668
N92000002,Northern Ireland,nation,2022-01-14,475146,2954
N92000002,Northern Ireland,nation,2022-01-13,472192,2980
N92000002,Northern Ireland,nation,2022-01-12,469212,2922
N92000002,Northern Ireland,nation,2022-01-11,466290,3420
N92000002,Northern Ireland,nation,2022-01-10,462870,2706
N92000002,Northern Ireland,nation,2022-01-09,460164,3760
N92000002,Northern Ireland,nation,2022-01-08,456404,3458
N92000002,Northern Ireland,nation,2022-01-07,452946,6444
N92000002,Northern Ireland,nation,2022-01-06,446502,6877
N92000002,Northern Ireland,nation,2022-01-05,439625,7133
N92000002,Northern Ireland,nation,2022-01-04,432492,30423
N92000002,Northern Ireland,nation,2022-01-03,402069,0
N92000002,Northern Ireland,nation,2022-01-02,402069,0
N92000002,Northern Ireland,nation,2022-01-01,402069,0
N92000002,Northern Ireland,nation,2021-12-31,402069,7215
N92000002,Northern Ireland,nation,2021-12-30,394854,4701
N92000002,Northern Ireland,nation,2021-12-29,390153,22972
N92000002,Northern Ireland,nation,2021-12-28,367181,0
N92000002,Northern Ireland,nation,2021-12-27,367181,0
N92000002,Northern Ireland,nation,2021-12-26,367181,0
N92000002,Northern Ireland,nation,2021-12-25,367181,0
N92000002,Northern Ireland,nation,2021-12-24,367181,3286
N92000002,Northern Ireland,nation,2021-12-23,363895,3227
N92000002,Northern Ireland,nation,2021-12-22,360668,3231
N92000002,Northern Ireland,nation,2021-12-21,357437,2096
N92000002,Northern Ireland,nation,2021-12-20,355341,2148
N92000002,Northern Ireland,nation,2021-12-19,353193,1798
N92000002,Northern Ireland,nation,2021-12-18,351395,2075
N92000002,Northern Ireland,nation,2021-12-17,349320,1887
N92000002,Northern Ireland,nation,2021-12-16,347433,2237
N92000002,Northern Ireland,nation,2021-12-15,345196,2156
N92000002,Northern Ireland,nation,2021-12-14,343040,1581
N92000002,Northern Ireland,nation,2021-12-13,341459,1431
N92000002,Northern Ireland,nation,2021-12-12,340028,1548
N92000002,Northern Ireland,nation,2021-12-11,338480,1446
N92000002,Northern Ireland,nation,2021-12-10,337034,1806
N92000002,Northern Ireland,nation,2021-12-09,335228,1819
N92000002,Northern Ireland,nation,2021-12-08,333409,1933
N92000002,Northern Ireland,nation,2021-12-07,331476,1658
N92000002,Northern Ireland,nation,2021-12-06,329818,1635
N92000002,Northern Ireland,nation,2021-12-05,328183,1422
N92000002,Northern Ireland,nation,2021-12-04,326761,1642
N92000002,Northern Ireland,nation,2021-12-03,325119,1908
N92000002,Northern Ireland,nation,2021-12-02,323211,2272
N92000002,Northern Ireland,nation,2021-12-01,320939,1992
N92000002,Northern Ireland,nation,2021-11-30,318947,1585
N92000002,Northern Ireland,nation,2021-11-29,317362,1464
N92000002,Northern Ireland,nation,2021-11-28,315898,1405
N92000002,Northern Ireland,nation,2021-11-27,314493,1482
N92000002,Northern Ireland,nation,2021-11-26,313011,2004
N92000002,Northern Ireland,nation,2021-11-25,311007,1549
N92000002,Northern Ireland,nation,2021-11-24,309458,1931
N92000002,Northern Ireland,nation,2021-11-23,307527,1476
N92000002,Northern Ireland,nation,2021-11-22,306051,1469
N92000002,Northern Ireland,nation,2021-11-21,304582,1406
N92000002,Northern Ireland,nation,2021-11-20,303176,1846
N92000002,Northern Ireland,nation,2021-11-19,301330,1690
N92000002,Northern Ireland,nation,2021-11-18,299640,1681
N92000002,Northern Ireland,nation,2021-11-17,297959,1848
N92000002,Northern Ireland,nation,2021-11-16,296111,1698
N92000002,Northern Ireland,nation,2021-11-15,294413,1457
N92000002,Northern Ireland,nation,2021-11-14,292956,1377
N92000002,Northern Ireland,nation,2021-11-13,291579,1806
N92000002,Northern Ireland,nation,2021-11-12,289773,1087
N92000002,Northern Ireland,nation,2021-11-11,288686,1462
N92000002,Northern Ireland,nation,2021-11-10,287224,1765
N92000002,Northern Ireland,nation,2021-11-09,285459,1228
N92000002,Northern Ireland,nation,2021-11-08,284231,1028
N92000002,Northern Ireland,nation,2021-11-07,283203,1035
N92000002,Northern Ireland,nation,2021-11-06,282168,1194
N92000002,Northern Ireland,nation,2021-11-05,280974,1164
N92000002,Northern Ireland,nation,2021-11-04,279810,1481
N92000002,Northern Ireland,nation,2021-11-03,278329,995
N92000002,Northern Ireland,nation,2021-11-02,277334,1114
N92000002,Northern Ireland,nation,2021-11-01,276220,948
N92000002,Northern Ireland,nation,2021-10-31,275272,1001
N92000002,Northern Ireland,nation,2021-10-30,274271,1207
N92000002,Northern Ireland,nation,2021-10-29,273064,1321
N92000002,Northern Ireland,nation,2021-10-28,271743,1122
N92000002,Northern Ireland,nation,2021-10-27,270621,1291
N92000002,Northern Ireland,nation,2021-10-26,269330,1124
N92000002,Northern Ireland,nation,2021-10-25,268206,1019
N92000002,Northern Ireland,nation,2021-10-24,267187,1061
N92000002,Northern Ireland,nation,2021-10-23,266126,1323
N92000002,Northern Ireland,nation,2021-10-22,264803,1355
N92000002,Northern Ireland,nation,2021-10-21,263448,1051
N92000002,Northern Ireland,nation,2021-10-20,262397,1423
N92000002,Northern Ireland,nation,2021-10-19,260974,1367
N92000002,Northern Ireland,nation,2021-10-18,259607,1091
N92000002,Northern Ireland,nation,2021-10-17,258516,966
N92000002,Northern Ireland,nation,2021-10-16,257550,1218
N92000002,Northern Ireland,nation,2021-10-15,256332,1349
N92000002,Northern Ireland,nation,2021-10-14,254983,1304
N92000002,Northern Ireland,nation,2021-10-13,253679,1471
N92000002,Northern Ireland,nation,2021-10-12,252208,1278
N92000002,Northern Ireland,nation,2021-10-11,250930,1109
N92000002,Northern Ireland,nation,2021-10-10,249821,1115
N92000002,Northern Ireland,nation,2021-10-09,248706,1274
N92000002,Northern Ireland,nation,2021-10-08,247432,1276
N92000002,Northern Ireland,nation,2021-10-07,246156,1305
N92000002,Northern Ireland,nation,2021-10-06,244851,1339
N92000002,Northern Ireland,nation,2021-10-05,243512,1209
N92000002,Northern Ireland,nation,2021-10-04,242303,1080
N92000002,Northern Ireland,nation,2021-10-03,241223,892
N92000002,Northern Ireland,nation,2021-10-02,240331,992
N92000002,Northern Ireland,nation,2021-10-01,239339,1039
N92000002,Northern Ireland,nation,2021-09-30,238300,1163
N92000002,Northern Ireland,nation,2021-09-29,237137,1320
N92000002,Northern Ireland,nation,2021-09-28,235817,1078
N92000002,Northern Ireland,nation,2021-09-27,234739,903
N92000002,Northern Ireland,nation,2021-09-26,233836,1020
N92000002,Northern Ireland,nation,2021-09-25,232816,1120
N92000002,Northern Ireland,nation,2021-09-24,231696,1030
N92000002,Northern Ireland,nation,2021-09-23,230666,1165
N92000002,Northern Ireland,nation,2021-09-22,229501,1060
N92000002,Northern Ireland,nation,2021-09-21,228441,1145
N92000002,Northern Ireland,nation,2021-09-20,227296,1020
N92000002,Northern Ireland,nation,2021-09-19,226276,889
N92000002,Northern Ireland,nation,2021-09-18,225387,1072
N92000002,Northern Ireland,nation,2021-09-17,224315,1239
N92000002,Northern Ireland,nation,2021-09-16,223076,1071
N92000002,Northern Ireland,nation,2021-09-15,222005,1304
N92000002,Northern Ireland,nation,2021-09-14,220701,1590
N92000002,Northern Ireland,nation,2021-09-13,219111,1199
N92000002,Northern Ireland,nation,2021-09-12,217912,1031
N92000002,Northern Ireland,nation,2021-09-11,216881,1424
N92000002,Northern Ireland,nation,2021-09-10,215457,1687
N92000002,Northern Ireland,nation,2021-09-09,213770,1831
N92000002,Northern Ireland,nation,2021-09-08,211939,1210
N92000002,Northern Ireland,nation,2021-09-07,210729,1748
N92000002,Northern Ireland,nation,2021-09-06,208981,1764
N92000002,Northern Ireland,nation,2021-09-05,207217,1232
N92000002,Northern Ireland,nation,2021-09-04,205985,1812
N92000002,Northern Ireland,nation,2021-09-03,204173,1248
N92000002,Northern Ireland,nation,2021-09-02,202925,793
N92000002,Northern Ireland,nation,2021-09-01,202132,1472
N92000002,Northern Ireland,nation,2021-08-31,200660,1313
N92000002,Northern Ireland,nation,2021-08-30,199347,1259
N92000002,Northern Ireland,nation,2021-08-29,198088,1225
N92000002,Northern Ireland,nation,2021-08-28,196863,1430
N92000002,Northern Ireland,nation,2021-08-27,195433,1875
N92000002,Northern Ireland,nation,2021-08-26,193558,1550
N92000002,Northern Ireland,nation,2021-08-25,192008,1771
N92000002,Northern Ireland,nation,2021-08-24,190237,1648
N92000002,Northern Ireland,nation,2021-08-23,188589,1320
N92000002,Northern Ireland,nation,2021-08-22,187269,1485
N92000002,Northern Ireland,nation,2021-08-21,185784,1612
N92000002,Northern Ireland,nation,2021-08-20,184172,2397
N92000002,Northern Ireland,nation,2021-08-19,181775,1963
N92000002,Northern Ireland,nation,2021-08-18,179812,1345
N92000002,Northern Ireland,nation,2021-08-17,178467,1564
N92000002,Northern Ireland,nation,2021-08-16,176903,1306
N92000002,Northern Ireland,nation,2021-08-15,175597,1294
N92000002,Northern Ireland,nation,2021-08-14,174303,1437
N92000002,Northern Ireland,nation,2021-08-13,172866,1389
N92000002,Northern Ireland,nation,2021-08-12,171477,1610
N92000002,Northern Ireland,nation,2021-08-11,169867,1467
N92000002,Northern Ireland,nation,2021-08-10,168400,1305
N92000002,Northern Ireland,nation,2021-08-09,167095,1031
N92000002,Northern Ireland,nation,2021-08-08,166064,1129
N92000002,Northern Ireland,nation,2021-08-07,164935,1349
N92000002,Northern Ireland,nation,2021-08-06,163586,1434
N92000002,Northern Ireland,nation,2021-08-05,162152,1641
N92000002,Northern Ireland,nation,2021-08-04,160511,1040
N92000002,Northern Ireland,nation,2021-08-03,159471,1082
N92000002,Northern Ireland,nation,2021-08-02,158389,872
N92000002,Northern Ireland,nation,2021-08-01,157517,1072
N92000002,Northern Ireland,nation,2021-07-31,156445,1177
N92000002,Northern Ireland,nation,2021-07-30,155268,1101
N92000002,Northern Ireland,nation,2021-07-29,154167,1471
N92000002,Northern Ireland,nation,2021-07-28,152696,1600
N92000002,Northern Ireland,nation,2021-07-27,151096,1473
N92000002,Northern Ireland,nation,2021-07-26,149623,639
N92000002,Northern Ireland,nation,2021-07-25,148984,1264
N92000002,Northern Ireland,nation,2021-07-24,147720,1520
N92000002,Northern Ireland,nation,2021-07-23,146200,1337
N92000002,Northern Ireland,nation,2021-07-22,144863,1430
N92000002,Northern Ireland,nation,2021-07-21,143433,1973
N92000002,Northern Ireland,nation,2021-07-20,141460,1138
N92000002,Northern Ireland,nation,2021-07-19,140322,1776
N92000002,Northern Ireland,nation,2021-07-18,138546,537
N92000002,Northern Ireland,nation,2021-07-17,138009,1402
N92000002,Northern Ireland,nation,2021-07-16,136607,1380
N92000002,Northern Ireland,nation,2021-07-15,135227,1083
N92000002,Northern Ireland,nation,2021-07-14,134144,636
N92000002,Northern Ireland,nation,2021-07-13,133508,511
N92000002,Northern Ireland,nation,2021-07-12,132997,528
N92000002,Northern Ireland,nation,2021-07-11,132469,605
N92000002,Northern Ireland,nation,2021-07-10,131864,445
N92000002,Northern Ireland,nation,2021-07-09,131419,605
N92000002,Northern Ireland,nation,2021-07-08,130814,627
N92000002,Northern Ireland,nation,2021-07-07,130187,570
N92000002,Northern Ireland,nation,2021-07-06,129617,417
N92000002,Northern Ireland,nation,2021-07-05,129200,420
N92000002,Northern Ireland,nation,2021-07-04,128780,533
N92000002,Northern Ireland,nation,2021-07-03,128247,460
N92000002,Northern Ireland,nation,2021-07-02,127787,339
N92000002,Northern Ireland,nation,2021-07-01,127448,326
N92000002,Northern Ireland,nation,2021-06-30,127122,375
N92000002,Northern Ireland,nation,2021-06-29,126747,278
N92000002,Northern Ireland,nation,2021-06-28,126469,211
N92000002,Northern Ireland,nation,2021-06-27,126258,261
N92000002,Northern Ireland,nation,2021-06-26,125997,298
N92000002,Northern Ireland,nation,2021-06-25,125699,229
N92000002,Northern Ireland,nation,2021-06-24,125470,198
N92000002,Northern Ireland,nation,2021-06-23,125272,188
N92000002,Northern Ireland,nation,2021-06-22,125084,187
N92000002,Northern Ireland,nation,2021-06-21,124897,133
N92000002,Northern Ireland,nation,2021-06-20,124764,125
N92000002,Northern Ireland,nation,2021-06-19,124639,158
N92000002,Northern Ireland,nation,2021-06-18,124481,178
N92000002,Northern Ireland,nation,2021-06-17,124303,179
N92000002,Northern Ireland,nation,2021-06-16,124124,143
N92000002,Northern Ireland,nation,2021-06-15,123981,115
N92000002,Northern Ireland,nation,2021-06-14,123866,87
N92000002,Northern Ireland,nation,2021-06-13,123779,70
N92000002,Northern Ireland,nation,2021-06-12,123709,107
N92000002,Northern Ireland,nation,2021-06-11,123602,121
N92000002,Northern Ireland,nation,2021-06-10,123481,109
N92000002,Northern Ireland,nation,2021-06-09,123372,105
N92000002,Northern Ireland,nation,2021-06-08,123267,81
N92000002,Northern Ireland,nation,2021-06-07,123186,54
N92000002,Northern Ireland,nation,2021-06-06,123132,69
N92000002,Northern Ireland,nation,2021-06-05,123063,95
N92000002,Northern Ireland,nation,2021-06-04,122968,73
N92000002,Northern Ireland,nation,2021-06-03,122895,80
N92000002,Northern Ireland,nation,2021-06-02,122815,84
N92000002,Northern Ireland,nation,2021-06-01,122731,54
N92000002,Northern Ireland,nation,2021-05-31,122677,39
N92000002,Northern Ireland,nation,2021-05-30,122638,63
N92000002,Northern Ireland,nation,2021-05-29,122575,68
N92000002,Northern Ireland,nation,2021-05-28,122507,75
N92000002,Northern Ireland,nation,2021-05-27,122432,84
N92000002,Northern Ireland,nation,2021-05-26,122348,66
N92000002,Northern Ireland,nation,2021-05-25,122282,75
N92000002,Northern Ireland,nation,2021-05-24,122207,53
N92000002,Northern Ireland,nation,2021-05-23,122154,77
N92000002,Northern Ireland,nation,2021-05-22,122077,82
N92000002,Northern Ireland,nation,2021-05-21,121995,84
N92000002,Northern Ireland,nation,2021-05-20,121911,90
N92000002,Northern Ireland,nation,2021-05-19,121821,107
N92000002,Northern Ireland,nation,2021-05-18,121714,104
N92000002,Northern Ireland,nation,2021-05-17,121610,82
N92000002,Northern Ireland,nation,2021-05-16,121528,109
N92000002,Northern Ireland,nation,2021-05-15,121419,0
N92000002,Northern Ireland,nation,2021-05-14,121419,96
N92000002,Northern Ireland,nation,2021-05-13,121323,99
N92000002,Northern Ireland,nation,2021-05-12,121224,113
N92000002,Northern Ireland,nation,2021-05-11,121111,89
N92000002,Northern Ireland,nation,2021-05-10,121022,76
N92000002,Northern Ireland,nation,2021-05-09,120946,98
N92000002,Northern Ireland,nation,2021-05-08,120848,81
N92000002,Northern Ireland,nation,2021-05-07,120767,65
N92000002,Northern Ireland,nation,2021-05-06,120702,102
N92000002,Northern Ireland,nation,2021-05-05,120600,99
N92000002,Northern Ireland,nation,2021-05-04,120501,83
N92000002,Northern Ireland,nation,2021-05-03,120418,64
N92000002,Northern Ireland,nation,2021-05-02,120354,69
N92000002,Northern Ireland,nation,2021-05-01,120285,90
N92000002,Northern Ireland,nation,2021-04-30,120195,108
N92000002,Northern Ireland,nation,2021-04-29,120087,95
N92000002,Northern Ireland,nation,2021-04-28,119992,98
N92000002,Northern Ireland,nation,2021-04-27,119894,109
N92000002,Northern Ireland,nation,2021-04-26,119785,73
N92000002,Northern Ireland,nation,2021-04-25,119712,73
N92000002,Northern Ireland,nation,2021-04-24,119639,80
N92000002,Northern Ireland,nation,2021-04-23,119559,88
N92000002,Northern Ireland,nation,2021-04-22,119471,120
N92000002,Northern Ireland,nation,2021-04-21,119351,116
N92000002,Northern Ireland,nation,2021-04-20,119235,124
N92000002,Northern Ireland,nation,2021-04-19,119111,79
N92000002,Northern Ireland,nation,2021-04-18,119032,82
N92000002,Northern Ireland,nation,2021-04-17,118950,99
N92000002,Northern Ireland,nation,2021-04-16,118851,119
N92000002,Northern Ireland,nation,2021-04-15,118732,159
N92000002,Northern Ireland,nation,2021-04-14,118573,97
N92000002,Northern Ireland,nation,2021-04-13,118476,112
N92000002,Northern Ireland,nation,2021-04-12,118364,97
N92000002,Northern Ireland,nation,2021-04-11,118267,89
N92000002,Northern Ireland,nation,2021-04-10,118178,146
N92000002,Northern Ireland,nation,2021-04-09,118032,113
N92000002,Northern Ireland,nation,2021-04-08,117919,98
N92000002,Northern Ireland,nation,2021-04-07,117821,88
N92000002,Northern Ireland,nation,2021-04-06,117733,57
N92000002,Northern Ireland,nation,2021-04-05,117676,89
N92000002,Northern Ireland,nation,2021-04-04,117587,0
N92000002,Northern Ireland,nation,2021-04-03,117587,84
N92000002,Northern Ireland,nation,2021-04-02,117503,107
N92000002,Northern Ireland,nation,2021-04-01,117396,107
N92000002,Northern Ireland,nation,2021-03-31,117289,123
N92000002,Northern Ireland,nation,2021-03-30,117166,151
N92000002,Northern Ireland,nation,2021-03-29,117015,65
N92000002,Northern Ireland,nation,2021-03-28,116950,116
N92000002,Northern Ireland,nation,2021-03-27,116834,138
N92000002,Northern Ireland,nation,2021-03-26,116696,181
N92000002,Northern Ireland,nation,2021-03-25,116515,183
N92000002,Northern Ireland,nation,2021-03-24,116332,139
N92000002,Northern Ireland,nation,2021-03-23,116193,174
N92000002,Northern Ireland,nation,2021-03-22,116019,87
N92000002,Northern Ireland,nation,2021-03-21,115932,125
N92000002,Northern Ireland,nation,2021-03-20,115807,159
N92000002,Northern Ireland,nation,2021-03-19,115648,137
N92000002,Northern Ireland,nation,2021-03-18,115511,169
N92000002,Northern Ireland,nation,2021-03-17,115342,161
N92000002,Northern Ireland,nation,2021-03-16,115181,164
N92000002,Northern Ireland,nation,2021-03-15,115017,121
N92000002,Northern Ireland,nation,2021-03-14,114896,143
N92000002,Northern Ireland,nation,2021-03-13,114753,146
N92000002,Northern Ireland,nation,2021-03-12,114607,208
N92000002,Northern Ireland,nation,2021-03-11,114399,223
N92000002,Northern Ireland,nation,2021-03-10,114176,147
N92000002,Northern Ireland,nation,2021-03-09,114029,240
N92000002,Northern Ireland,nation,2021-03-08,113789,144
N92000002,Northern Ireland,nation,2021-03-07,113645,138
N92000002,Northern Ireland,nation,2021-03-06,113507,172
N92000002,Northern Ireland,nation,2021-03-05,113335,166
N92000002,Northern Ireland,nation,2021-03-04,113169,163
N92000002,Northern Ireland,nation,2021-03-03,113006,226
N92000002,Northern Ireland,nation,2021-03-02,112780,149
N92000002,Northern Ireland,nation,2021-03-01,112631,138
N92000002,Northern Ireland,nation,2021-02-28,112493,136
N92000002,Northern Ireland,nation,2021-02-27,112357,184
N92000002,Northern Ireland,nation,2021-02-26,112173,241
N92000002,Northern Ireland,nation,2021-02-25,111932,281
N92000002,Northern Ireland,nation,2021-02-24,111651,260
N92000002,Northern Ireland,nation,2021-02-23,111391,225
N92000002,Northern Ireland,nation,2021-02-22,111166,187
N92000002,Northern Ireland,nation,2021-02-21,110979,263
N92000002,Northern Ireland,nation,2021-02-20,110716,276
N92000002,Northern Ireland,nation,2021-02-19,110440,313
N92000002,Northern Ireland,nation,2021-02-18,110127,342
N92000002,Northern Ireland,nation,2021-02-17,109785,297
N92000002,Northern Ireland,nation,2021-02-16,109488,341
N92000002,Northern Ireland,nation,2021-02-15,109147,234
N92000002,Northern Ireland,nation,2021-02-14,108913,176
N92000002,Northern Ireland,nation,2021-02-13,108737,303
N92000002,Northern Ireland,nation,2021-02-12,108434,407
