areaType,areaName,areaCode,date,hospitalCases
nation,England,E92000001,2020-05-12,9791
nation,England,E92000001,2020-05-11,10109
nation,England,E92000001,2020-05-10,9893
nation,England,E92000001,2020-05-09,10176
nation,England,E92000001,2020-05-08,10249
nation,England,E92000001,2020-05-07,10726
nation,England,E92000001,2020-05-06,11227
nation,England,E92000001,2020-05-05,11754
nation,England,E92000001,2020-05-04,12020
nation,England,E92000001,2020-05-03,12119
nation,England,E92000001,2020-05-02,12314
nation,England,E92000001,2020-05-01,12623
nation,England,E92000001,2020-04-30,12922
nation,England,E92000001,2020-04-29,13224
nation,England,E92000001,2020-04-28,13565
nation,England,E92000001,2020-04-27,14255
nation,England,E92000001,2020-04-26,14174
nation,England,E92000001,2020-04-25,14202
nation,England,E92000001,2020-04-24,14642
nation,England,E92000001,2020-04-23,15402
nation,England,E92000001,2020-04-22,16018
nation,England,E92000001,2020-04-21,16517
nation,England,E92000001,2020-04-20,16654
nation,England,E92000001,2020-04-19,16928
nation,England,E92000001,2020-04-18,16850
nation,England,E92000001,2020-04-17,16728
nation,England,E92000001,2020-04-16,17783
nation,England,E92000001,2020-04-15,17934
nation,England,E92000001,2020-04-14,18552
nation,England,E92000001,2020-04-13,18621
nation,England,E92000001,2020-04-12,18974
nation,England,E92000001,2020-04-11,18604
nation,England,E92000001,2020-04-10,18669
nation,England,E92000001,2020-04-09,18423
nation,England,E92000001,2020-04-08,18152
nation,England,E92000001,2020-04-07,17814
