row_index,dataset,x,y
84,dino,72.0513,86.4103
85,dino,73.8462,83.3333
86,dino,75.1282,79.1026
87,dino,76.6667,75.2564
88,dino,77.6923,71.4103
89,dino,79.7436,66.7949
90,dino,81.7949,60.2564
91,dino,83.3333,55.2564
92,dino,85.1282,51.4103
93,dino,86.4103,47.5641
94,dino,87.9487,46.0256
95,dino,89.4872,42.5641
96,dino,93.3333,39.8718
97,dino,95.3846,36.7949
98,dino,98.2051,33.718
99,dino,56.6667,40.641
100,dino,59.2308,38.3333
101,dino,60.7692,33.718
102,dino,63.0769,29.1026
103,dino,64.1026,25.2564
104,dino,64.359,24.1026
105,dino,74.359,22.9487
106,dino,71.2821,22.9487
107,dino,67.9487,22.1795
108,dino,65.8974,20.2564
109,dino,63.0769,19.1026
110,dino,61.2821,19.1026
111,dino,58.7179,18.3333
112,dino,55.1282,18.3333
113,dino,52.3077,18.3333
114,dino,49.7436,17.5641
115,dino,47.4359,16.0256
116,dino,44.8718,13.718
117,dino,48.7179,14.8718
118,dino,51.2821,14.8718
119,dino,54.1026,14.8718
120,dino,56.1538,14.1026
121,dino,52.0513,12.5641
122,dino,48.7179,11.0256
123,dino,47.1795,9.8718
124,dino,46.1538,6.0256
125,dino,50.5128,9.4872
126,dino,53.8462,10.2564
127,dino,57.4359,10.2564
128,dino,60,10.641
129,dino,64.1026,10.641
130,dino,66.9231,10.641
131,dino,71.2821,10.641
132,dino,74.359,10.641
133,dino,78.2051,10.641
134,dino,67.9487,8.718
135,dino,68.4615,5.2564
136,dino,68.2051,2.9487
137,dino,37.6923,25.7692
138,dino,39.4872,25.3846
139,dino,91.2821,41.5385
140,dino,50,95.7692
141,dino,47.9487,95
142,dino,44.1026,92.6923
143,away,32.33111023,61.41110125
144,away,53.42146288,26.18688039
145,away,63.92020226,30.83219392
146,away,70.28950572,82.53364859
147,away,34.11883024,45.73455132
148,away,67.6707164,37.11094797
149,away,53.25912941,97.4757711
150,away,63.51498087,25.10007858
151,away,67.98053881,80.95716522
152,away,67.3724659,29.7204002
153,away,15.56074952,80.06564029
154,away,71.79076769,71.06546666
155,away,70.24254644,24.10959755
156,away,64.93743554,81.55420499
157,away,62.21352455,21.475839
158,away,67.26940048,18.70896837
159,away,40.57019704,79.37296348
160,away,74.74118133,21.1016372
161,away,71.76831892,20.01106184
162,away,76.16691981,75.9361704
163,away,65.62365744,15.58280335
164,away,50.85063364,13.98760163
165,away,33.02407002,24.46783039
166,away,39.70632617,84.2752871
167,away,45.59648495,9.763348849
168,away,42.96804691,17.9454584
169,away,52.49440678,16.0511142
170,away,46.08227578,23.11045782
171,away,74.24770821,20.31418781
172,away,64.56826419,83.6396339
173,away,74.02169391,76.12827451
174,away,62.39118056,5.623070761
175,away,74.18903668,68.13358322
176,away,28.23678194,56.13959645
177,away,75.77193879,69.82923003
178,away,75.85522947,62.51704429
179,away,65.97085702,72.744856
180,away,21.77804048,6.616625307
181,away,67.75979625,72.42120153
182,away,78.61719534,52.57525731
183,away,68.50770819,15.45691897
184,away,74.88502116,25.41660632
185,away,66.45490366,19.83662865
186,away,77.3178021,48.39834644
187,away,58.91246032,75.66775622
188,away,57.61744782,8.194800603
189,away,76.0882258,59.67993002
190,away,57.46605055,1.504418175
191,away,79.42838349,45.21079429
192,away,76.35652215,10.41824113
193,away,64.40507526,78.58417608
194,away,40.63504181,73.39475037
195,away,43.94986459,75.95871567
196,away,30.99622058,71.69440494
197,away,68.23076899,80.87250166
198,away,72.04638946,12.91800673
199,away,46.59276797,84.97238278
200,away,49.25721834,81.88140323
201,away,42.78176125,12.99118843
202,away,65.4759522,14.27458564
203,away,71.96508265,17.71023594
204,away,32.14646234,43.48170944
205,away,31.8384977,71.81216539
206,away,31.00525826,40.68250301
207,away,80.47089432,49.50214835
208,away,71.96416711,41.87428267
209,away,78.07942144,93.13331677
210,away,41.67759577,30.20126408
211,away,65.95359519,31.14740608
212,away,62.93445937,31.9163907
213,away,64.37379798,28.86258341
214,away,72.50932836,39.54013025
215,away,30.05228987,96.61754235
216,away,28.00332424,46.67219195
217,away,75.40122686,88.63907662
218,away,38.98001542,87.32216069
219,away,65.21991355,84.68295493
220,away,73.05398996,29.38080856
221,away,34.39836164,59.5444469
222,away,43.49045013,40.78254207
223,away,55.13873797,30.72576036
224,away,43.68439343,32.82300987
225,away,35.90360973,91.11186308
226,away,45.37801888,29.16921665
227,away,39.77748287,43.75581895
228,away,38.66446116,33.31723848
229,away,39.04403669,84.67601083
230,away,91.63996144,79.40660306
231,away,47.48813268,85.38993338
232,away,44.59021258,22.03401164
233,away,39.08961455,70.46619408
234,away,42.22937838,19.91406841
235,away,37.00038714,60.26427925
236,away,39.05208648,70.65250285
237,away,37.48841474,60.81440485
238,away,69.35955946,65.5213546
239,away,43.54277593,62.46031128
240,away,39.81123025,65.33483281
241,away,70.06892594,7.593465609
242,away,70.04054358,77.1438066
243,away,39.50578908,74.85162722
244,away,62.51689085,66.48473224
245,away,72.13992541,0.015119325
246,away,45.25157607,70.00342132
247,away,42.06330456,2.335196612
248,away,36.35569515,6.00584865
249,away,30.39182766,42.75961287
250,away,36.44900385,50.54626907
251,away,40.467576,60.02751209
252,away,81.7246168,6.037544846
253,away,48.8231975,76.63533058
254,away,35.62056177,57.28601558
255,away,50.58396311,71.8066161
256,away,61.85646511,71.79274316
257,away,39.32375603,59.30081967
258,away,42.18567914,66.03489782
259,away,30.84691899,37.3416401
260,away,29.34620043,42.14874183
261,away,82.11055798,1.210551663
262,away,38.30200581,60.01778579
263,away,56.58415302,70.51251481
264,away,33.33937429,0.509106735
265,away,78.77423904,35.48410121
266,away,27.92264424,25.98687818
267,away,71.69786512,10.86814451
268,away,74.13833139,49.17391898
269,away,32.57902007,1.808115597
270,away,59.83218542,69.15250814
271,away,35.03062855,12.53664934
272,away,74.30011983,42.47709459
273,away,63.25019706,65.9524862
274,away,34.17307376,25.69367431
275,away,40.91383193,38.55901955
276,away,62.83329309,62.51089423
277,away,42.47679238,56.73128997
278,away,52.03345628,64.56666203
279,away,48.90704296,74.28774883
280,away,59.85183839,72.95839097
281,away,48.9604602,72.62952573
282,away,46.84485517,36.79171369
283,away,39.96302158,42.94491485
284,away,66.704944,32.01509543
285,h_lines,53.36656687,90.20803001
286,h_lines,52.80197936,90.08806451
287,h_lines,47.05412988,90.45893603
288,h_lines,42.44843378,89.50770012
289,h_lines,42.70403632,90.44262886
290,h_lines,32.37893863,90.14414263
291,h_lines,32.53070274,70.15739651
292,h_lines,33.36526443,70.45933544
293,h_lines,32.65609918,70.0510705
294,h_lines,22.95509327,70.42689515
295,h_lines,27.14984363,70.21080584
296,h_lines,26.16690928,70.50031512
297,h_lines,26.33145708,50.49455653
298,h_lines,22.00370914,50.49944012
299,h_lines,23.28474798,50.47435283
300,h_lines,27.63403839,50.50366686
301,h_lines,32.037108,50.50006612
302,h_lines,29.33651065,50.46189397
303,h_lines,40.81695313,50.4877602
304,h_lines,42.73907512,50.48315599
305,h_lines,51.86789377,50.49327326
306,h_lines,43.37100189,50.50083732
307,h_lines,53.0427983,50.48750387
308,h_lines,56.6189103,50.50337402
309,h_lines,70.56828982,50.49623612
310,h_lines,67.87088729,70.06802613
311,h_lines,58.82154659,70.45578175
312,h_lines,60.18692784,70.48355125
313,h_lines,59.43551748,50.42063261
314,h_lines,49.58584348,50.43498138
315,h_lines,41.77974178,50.47064228
316,h_lines,46.12768634,30.44941078
317,h_lines,38.03378377,50.49089952
318,h_lines,44.54684128,50.41591338
319,h_lines,46.2381176,30.49561294
320,h_lines,49.73974533,30.47272489
321,h_lines,39.11025189,30.47869518
322,h_lines,39.14283779,30.79285594
323,h_lines,34.62547027,30.49974103
324,h_lines,34.75420747,30.495865
325,h_lines,36.75370024,50.5293043
326,h_lines,37.01935129,50.4926667
327,h_lines,41.41711528,50.46977342
328,h_lines,22.81710748,30.43604034
329,h_lines,34.80070146,30.49793139
330,h_lines,27.8918898,30.48497026
331,h_lines,32.87063916,30.50234175
332,h_lines,37.79404941,30.49263834
333,h_lines,35.6673163,30.52203505
334,h_lines,48.4422995,30.50172278
335,h_lines,58.66937326,30.50683789
336,h_lines,47.91695544,30.48672575
337,h_lines,51.89416639,30.49475568
338,h_lines,51.74908916,30.47299334
339,h_lines,58.246553,50.44287449
340,h_lines,57.31069687,50.48251329
341,h_lines,67.96804811,50.45215891
342,h_lines,65.94931927,50.49424079
343,h_lines,55.74709281,50.4789748
344,h_lines,68.40301004,50.49862723
345,h_lines,76.69646563,50.49383056
346,h_lines,67.21483712,70.26002844
347,h_lines,72.30200573,70.22043738
348,h_lines,66.76325739,70.47386171
349,h_lines,51.68030044,89.99702755
350,h_lines,53.09655736,89.54024371
351,h_lines,42.24229294,89.70857859
352,h_lines,56.23387566,89.63530816
353,h_lines,54.68098658,89.96459946
354,h_lines,57.90268661,89.61840173
355,h_lines,51.82026255,89.8341304
356,h_lines,56.82839534,89.58366473
357,h_lines,58.27227859,69.90027296
358,h_lines,51.82812745,70.35264921
359,h_lines,44.84998426,70.39520297
360,h_lines,24.27038239,50.48556769
361,h_lines,34.74247144,70.33993489
362,h_lines,37.79931493,70.46953588
363,h_lines,49.78694106,89.65804699
364,h_lines,59.75149741,89.73193252
365,h_lines,64.77479924,90.13231674
366,h_lines,70.8444476,89.92420902
367,h_lines,70.60594551,90.04206196
368,h_lines,78.64248839,89.55120323
369,h_lines,70.81069225,89.59265401
370,h_lines,66.76994662,70.42337521
371,h_lines,73.33636816,70.31692717
372,h_lines,73.10514816,70.30051188
373,h_lines,74.67825414,70.44531419
374,h_lines,80.24025095,70.35430896
375,h_lines,70.94684907,50.47270179
376,h_lines,88.66266381,50.45532602
377,h_lines,84.40595283,50.49486589
378,h_lines,75.98710471,50.49196696
379,h_lines,91.11208542,50.48938939
380,h_lines,98.28812327,30.60391937
381,h_lines,95.06527484,30.50040287
382,h_lines,95.24923396,30.45945421
383,h_lines,49.65612629,50.43131987
384,h_lines,63.01860093,30.49258193
385,h_lines,70.5382006,30.48355825
386,h_lines,70.08686977,30.51004482
387,h_lines,62.68569044,30.54642456
388,h_lines,69.23941796,30.50600524
389,h_lines,80.40023368,30.48500637
390,h_lines,74.64787823,30.67386286
391,h_lines,65.99527272,30.47502419
392,h_lines,67.088559,30.49452395
393,h_lines,59.85257703,10.54318778
394,h_lines,53.74899007,10.52257453
395,h_lines,58.23909552,10.49489903
396,h_lines,54.8103005,10.72492928
397,h_lines,52.97671232,10.85949028
398,h_lines,52.20389393,10.49563692
399,h_lines,50.74516224,10.52490557
400,h_lines,42.71319362,10.48754724
401,h_lines,45.31722551,10.49587339
402,h_lines,53.11691504,10.5068606
403,h_lines,57.04980182,10.50813694
404,h_lines,54.85463095,10.46391519
405,h_lines,54.92484256,10.49833194
406,h_lines,63.30955403,10.48881424
407,h_lines,49.74949841,10.48580291
408,h_lines,41.16931042,10.49730024
409,h_lines,46.6883405,10.50753214
410,h_lines,52.41892192,10.49590636
411,h_lines,50.87848838,10.50308987
412,h_lines,57.05330614,10.51406924
413,h_lines,70.78645116,10.51369504
414,h_lines,56.77214957,10.50327235
415,h_lines,75.47722202,10.51856804
416,h_lines,76.76591215,10.49699906
417,h_lines,77.62104913,10.49587423
418,h_lines,65.41448705,10.68184013
419,h_lines,69.9647805,10.50723293
420,h_lines,64.96973826,10.48215951
421,h_lines,38.05024078,30.40794603
422,h_lines,42.22412022,30.49803716
423,h_lines,87.69846429,50.48993653
424,h_lines,52.36033107,89.70431701
425,h_lines,51.40678679,89.71213855
426,h_lines,43.58846847,89.74553655
427,v_lines,50.48150817,93.22270137
428,v_lines,50.28240567,97.60998357
429,v_lines,50.18670334,99.69468014
430,v_lines,50.32691086,90.02205349
431,v_lines,50.45620733,89.98741013
432,v_lines,30.46484693,82.08923208
433,v_lines,30.50159647,82.30712635
434,v_lines,30.48956923,77.72988014
435,v_lines,30.45024833,79.8348944
436,v_lines,30.5183948,68.25258294
437,v_lines,30.51166121,66.09371818
438,v_lines,30.49807771,62.38498503
439,v_lines,30.62022775,60.86008215
440,v_lines,30.49218542,55.87891689
441,v_lines,30.47463433,52.32215964
442,v_lines,30.50099808,48.06969968
443,v_lines,30.49442136,45.77347553
444,v_lines,30.49954455,49.38209975
445,v_lines,50.14439298,47.01428364
446,v_lines,49.91289859,55.58783891
447,v_lines,50.33742749,57.95531428
448,v_lines,50.4189792,60.52491173
449,v_lines,50.20525897,57.92421717
450,v_lines,50.43531516,56.43932247
451,v_lines,69.5057889,59.28492483
452,v_lines,69.53407098,64.89297733
453,v_lines,69.51010693,61.32962443
454,v_lines,69.52632289,56.99527913
455,v_lines,49.94723996,48.22957673
456,v_lines,50.06310413,58.08503756
457,v_lines,50.48990237,39.20541197
458,v_lines,49.68886384,42.01851441
459,v_lines,50.33348111,43.58867148
460,v_lines,50.44675142,57.23058894
461,v_lines,50.4209092,43.3479569
462,v_lines,50.37405205,32.91824062
463,v_lines,30.47682991,39.42460559
464,v_lines,30.50347435,38.34855614
465,v_lines,30.50483493,28.77148799
466,v_lines,30.46221846,32.75047203
467,v_lines,30.49130262,43.56137408
468,v_lines,30.44965384,44.995123
469,v_lines,30.48599422,47.34794647
470,v_lines,30.50207679,36.44121292
471,v_lines,30.47805889,28.02058049
472,v_lines,30.50116088,38.31413856
473,v_lines,30.50477302,26.41662567
474,v_lines,30.50911533,22.82554712
475,v_lines,50.11563217,16.69400655
476,v_lines,50.44830134,21.64025646
477,v_lines,50.17317743,29.17786439
478,v_lines,49.92274192,38.44047291
479,v_lines,50.31129937,26.86048827
480,v_lines,50.39940961,38.96383892
481,v_lines,50.33736264,40.91338614
482,v_lines,50.2023181,47.212948
483,v_lines,50.27493261,49.62349934
484,v_lines,69.49438031,52.61241071
485,v_lines,69.51933976,47.38453371
486,v_lines,69.52918261,57.84126668
487,v_lines,69.4957555,58.78507316
488,v_lines,69.19905771,60.41895732
489,v_lines,69.55109144,58.40109827
490,v_lines,69.50668432,68.08446679
491,v_lines,50.44411755,75.01329951
492,v_lines,50.46722938,90.28146451
493,v_lines,50.21088198,80.94177171
494,v_lines,50.20540696,90.6405359
495,v_lines,50.43829066,92.35476027
496,v_lines,50.37351885,82.21920572
497,v_lines,50.25368369,81.74382872
498,v_lines,50.25047086,71.95138521
499,v_lines,50.08705836,73.95187363
500,v_lines,50.23107188,80.64738706
501,v_lines,50.20774112,73.11450352
502,v_lines,30.49950617,53.61252767
503,v_lines,30.52036124,65.10040907
504,v_lines,30.45495589,63.50177878
505,v_lines,50.41647723,97.26969196
506,v_lines,69.52506938,93.59805021
507,v_lines,69.5202566,97.19387602
508,v_lines,69.49897007,92.12048993
509,v_lines,69.52861566,91.62208824
510,v_lines,69.49976693,84.47968329
511,v_lines,69.50380137,81.81540562
512,v_lines,69.4875894,81.83598756
513,v_lines,69.51911573,71.11596722
514,v_lines,69.50437629,70.49344382
515,v_lines,69.51257301,61.49756395
516,v_lines,89.49420056,62.23432697
517,v_lines,89.50012405,53.21633062
518,v_lines,89.49024625,48.89079655
519,v_lines,89.49778562,46.62990667
520,v_lines,89.50485113,48.42340816
521,v_lines,89.50105265,43.3473437
522,v_lines,89.48884125,40.62509122
523,v_lines,89.50162353,45.81517919
524,v_lines,89.49752966,33.90137267
525,v_lines,50.43909202,37.6707718
526,v_lines,50.17985013,36.80755934
527,v_lines,69.50507067,33.7401525
528,v_lines,69.57986705,21.93523675
529,v_lines,69.50647195,22.72866287
530,v_lines,69.49947887,16.33746998
531,v_lines,69.50026475,27.13602399
532,v_lines,69.50415652,23.6689181
533,v_lines,69.53227958,21.85090082
534,v_lines,69.50011149,11.79162601
535,v_lines,69.50481542,15.61435826
536,v_lines,69.50347452,17.16908977
537,v_lines,50.37740199,16.50601506
538,v_lines,50.33942548,18.72345069
539,v_lines,50.0936501,11.60771342
540,v_lines,49.93412717,22.25613974
541,v_lines,50.28881861,13.43641047
542,v_lines,50.28799443,12.87228221
543,v_lines,50.2347207,20.40447292
544,v_lines,50.27970164,15.60873757
545,v_lines,50.25300672,11.30208425
546,v_lines,50.47414112,12.46199667
547,v_lines,50.10843997,18.25904434
548,v_lines,49.91905825,3.716853886
549,v_lines,50.08366451,10.2358819
550,v_lines,50.35226084,12.46860053
551,v_lines,50.49757224,7.409625234
552,v_lines,50.01630583,16.25368479
553,v_lines,50.46822122,13.35670246
554,v_lines,69.55067898,9.032987569
555,v_lines,69.51867275,15.18048643
556,v_lines,69.50345741,16.87831327
557,v_lines,69.49948683,10.20782668
558,v_lines,69.52752968,9.992296666
559,v_lines,69.51909526,11.4226857
560,v_lines,69.56189943,15.99980379
561,v_lines,69.50104452,5.955833539
562,v_lines,69.52463598,2.73476017
563,v_lines,30.49959371,26.08556157
564,v_lines,30.48739171,19.77947037
565,v_lines,89.50018047,31.97891744
566,v_lines,50.41027163,98.62836944
567,v_lines,50.32592439,94.99463085
568,v_lines,50.1040315,95.08853802
569,x_shape,38.33775718,92.47271905
570,x_shape,35.75187079,94.11676803
571,x_shape,32.76721796,88.51829458
572,x_shape,33.72960678,88.62226579
573,x_shape,37.23824933,83.72492841
574,x_shape,36.02719822,82.04078065
575,x_shape,39.23928078,79.26372384
576,x_shape,39.78452494,82.2605659
577,x_shape,35.16602939,84.15649198
578,x_shape,40.62211592,78.54210421
579,x_shape,39.18190709,79.8190372
580,x_shape,42.43088899,75.13363464
581,x_shape,43.08125586,75.34670164
582,x_shape,44.36071943,70.47420705
583,x_shape,44.32477884,71.0459044
584,x_shape,47.5521602,66.46040372
585,x_shape,48.66492462,64.96100494
586,x_shape,46.28063196,68.02842315
587,x_shape,50.56324448,62.62382797
588,x_shape,52.63096423,59.96393579
589,x_shape,54.63620644,57.49384244
590,x_shape,51.34602714,61.60055304
591,x_shape,57.13485535,53.8779658
592,x_shape,54.17124157,58.0598079
593,x_shape,50.94238231,62.09739394
594,x_shape,66.51292446,59.07128185
595,x_shape,64.3979095,56.1748754
596,x_shape,68.68659329,62.23734399
597,x_shape,65.02779371,57.09625735
598,x_shape,53.30450317,40.88384455
599,x_shape,52.94517809,40.38462569
600,x_shape,45.2257382,30.55522592
601,x_shape,50.84330462,37.7446281
602,x_shape,49.65929394,36.27344274
603,x_shape,47.14278893,32.02506417
604,x_shape,41.27005653,21.72181715
605,x_shape,47.13012716,31.30990292
606,x_shape,40.91597158,23.54159239
607,x_shape,38.66016397,21.68954964
608,x_shape,42.61255083,24.19505377
609,x_shape,41.2090395,24.12870919
610,x_shape,50.64922115,37.48379074
611,x_shape,52.13190194,39.36460208
612,x_shape,39.79727127,16.08354965
613,x_shape,43.54988148,24.30721094
614,x_shape,36.71466334,17.38180986
615,x_shape,37.22461013,17.98006448
616,x_shape,40.51244785,22.96221457
617,x_shape,40.22206279,20.6146217
618,x_shape,44.12496121,23.36624529
619,x_shape,42.3462616,24.55832694
620,x_shape,44.18908437,28.77262547
621,x_shape,45.81424531,31.05697967
622,x_shape,46.64311927,31.40721906
623,x_shape,52.1898883,39.36779649
624,x_shape,51.10031736,38.09569998
625,x_shape,65.40083415,42.61403204
626,x_shape,64.85203983,43.13373484
627,x_shape,63.40380601,44.84749369
628,x_shape,65.37154887,42.69597132
629,x_shape,61.9080397,53.19035207
630,x_shape,71.826653,65.68623036
631,x_shape,72.65462316,66.87827761
632,x_shape,76.88857816,72.16547208
633,x_shape,43.74461968,71.26796108
634,x_shape,39.05424844,83.1190207
635,x_shape,39.93167463,79.939188
636,x_shape,39.76282611,76.40596745
637,x_shape,41.32338329,80.2118686
638,x_shape,41.78732323,83.98807799
639,x_shape,39.75564907,79.65709664
640,x_shape,40.7498794,77.20465729
641,x_shape,43.8568985,77.60984365
642,x_shape,42.3678225,73.63827183
643,x_shape,39.46295984,78.4599739
644,x_shape,44.51733395,70.36934983
645,x_shape,41.636093,76.24922292
646,x_shape,45.42293218,69.09550167
647,x_shape,42.00285627,97.83761472
648,x_shape,76.10562903,95.30498058
649,x_shape,79.20256268,92.40721563
650,x_shape,84.84824409,95.42480453
651,x_shape,81.56447532,83.79290723
652,x_shape,85.4461864,83.07829384
653,x_shape,80.31249138,76.51623895
654,x_shape,80.7662323,79.89606568
655,x_shape,82.67011248,81.71147985
656,x_shape,77.16362548,73.52371896
657,x_shape,74.07070003,68.47956429
658,x_shape,74.11423087,71.92636352
659,x_shape,68.94207546,62.63515058
660,x_shape,73.24200233,67.35327113
661,x_shape,71.86701316,34.32915759
662,x_shape,71.56918885,34.69921861
663,x_shape,71.48290969,34.68051699
664,x_shape,78.12852205,23.13923184
665,x_shape,78.78982525,25.59719335
666,x_shape,77.7815468,23.44721447
667,x_shape,48.53062937,34.15245001
668,x_shape,65.53078147,42.2810847
669,x_shape,70.11803414,36.44818479
670,x_shape,70.47226261,36.08805306
671,x_shape,76.79113007,28.07200817
672,x_shape,72.40935459,33.03925697
673,x_shape,76.27129982,25.56954415
674,x_shape,76.95325914,27.77061074
675,x_shape,75.10773009,30.01698342
676,x_shape,75.9692852,29.03886538
677,x_shape,75.28388701,24.87475317
678,x_shape,77.05224064,27.90563909
679,x_shape,42.82675634,25.55695941
680,x_shape,42.08066069,24.94652645
681,x_shape,39.87830465,18.32492922
682,x_shape,36.47549917,17.71894779
683,x_shape,37.10307364,15.44561165
684,x_shape,34.14896821,13.52386987
685,x_shape,37.57942191,15.01589013
686,x_shape,41.06430579,12.21446893
687,x_shape,42.19526615,20.91937219
688,x_shape,36.60557824,15.74887589
689,x_shape,39.43116121,19.32384075
690,x_shape,37.56207634,11.9284457
691,x_shape,34.23811004,13.71315823
692,x_shape,34.14094104,4.57766135
693,x_shape,36.6592677,17.68196446
694,x_shape,40.64371928,20.24086137
695,x_shape,36.79248159,13.39213473
696,x_shape,75.94830064,22.74479591
697,x_shape,76.84069247,20.91854722
698,x_shape,81.95047764,19.87455821
699,x_shape,81.64370569,16.59175998
700,x_shape,84.61021978,14.2477619
701,x_shape,84.10287943,8.98065579
702,x_shape,80.18002545,19.08884413
703,x_shape,80.57327299,8.365638902
704,x_shape,79.00432686,10.62819777
705,x_shape,40.04818647,24.26148793
706,x_shape,34.79459354,13.96968346
707,x_shape,79.22176444,22.09459148
708,x_shape,36.03087977,93.12173324
709,x_shape,34.49955831,86.60998505
710,x_shape,31.10686656,89.46163524
711,star,58.21360826,91.88189151
712,star,58.19605369,92.21498865
713,star,58.71823072,90.31053209
714,star,57.27837287,89.90760672
715,star,58.08202049,92.00814501
716,star,57.48944777,88.08528556
717,star,28.08874132,63.51079443
718,star,28.08546821,63.59019695
719,star,28.08727305,63.12328281
720,star,27.57802522,62.82103866
721,star,27.77991911,63.51814752
722,star,28.58899981,63.02408057
723,star,28.7391415,62.72086389
724,star,27.02460324,62.90185886
725,star,28.8013367,63.38904039
726,star,27.18646384,63.55872965
727,star,29.2851466,63.38360583
728,star,39.4029453,51.1508572
729,star,28.81132844,61.35785406
730,star,34.30395791,56.54212591
731,star,29.60276098,60.15734672
732,star,49.11615686,63.66000062
733,star,39.61754583,62.92518796
734,star,43.23308466,63.16521872
735,star,64.89278794,65.81417676
736,star,62.49014932,74.58428961
737,star,68.98808443,63.23214731
738,star,62.10561863,75.99087076
739,star,32.46184674,62.88190292
740,star,41.32720065,49.07025127
741,star,44.00714993,46.44967378
742,star,44.07406069,34.55320389
743,star,44.00131524,33.90420735
744,star,45.00630045,38.29901955
745,star,44.44384061,36.0190833
746,star,42.1787134,26.49211948
747,star,44.04456562,35.66223828
748,star,41.64045402,27.09309542
749,star,41.93833001,24.99152298
750,star,44.05392751,33.55639249
751,star,39.20671933,51.5337157
752,star,28.70444923,61.7775254
753,star,31.7086629,58.83775437
754,star,42.81171147,30.02044842
755,star,43.30061489,31.5264262
756,star,40.39863291,16.34700838
757,star,40.43569158,20.23267068
758,star,40.93654667,16.91300484
759,star,39.66157367,15.60935558
760,star,40.89925918,20.79852895
761,star,41.96861683,26.4970726
762,star,40.38340582,21.39122552
763,star,56.53812645,32.44424547
764,star,52.97069128,29.04019669
765,star,54.62095259,30.34452445
766,star,65.09904439,27.24155756
767,star,63.05599091,29.70909567
768,star,70.96013623,41.25950129
769,star,69.89581924,43.45375927
770,star,70.59589286,41.96474387
771,star,69.64702143,44.04444502
772,star,77.39298249,63.37145906
773,star,64.40078719,67.44871845
774,star,63.86895983,70.21373883
775,star,56.59442132,86.92700622
776,star,56.53133729,87.49981107
777,star,59.65215837,87.80946159
778,star,56.6365087,85.63749556
779,star,58.672288,90.07716031
780,star,58.22161273,90.41101877
781,star,57.91466448,89.95380277
782,star,55.31550906,80.25186069
783,star,54.57572859,77.53628847
784,star,54.41309365,78.22908659
785,star,55.0745059,79.81754642
786,star,29.43296052,60.80177654
787,star,29.42268607,63.06846482
788,star,29.00561416,63.39075133
789,star,58.46183859,90.26532639
790,star,57.99780474,92.15990861
791,star,57.54947408,90.74890656
792,star,59.52992846,88.32727415
793,star,58.24939106,92.12968148
794,star,58.02451401,91.69442117
795,star,58.38212449,90.55347607
796,star,62.56675904,77.74393476
797,star,72.17582431,63.12892942
798,star,79.47276157,63.40868612
799,star,80.35770088,63.29543754
800,star,78.75723614,53.33262001
801,star,82.54023959,56.54105229
802,star,86.43589719,59.79276181
803,star,79.48868442,53.65167426
804,star,81.53042032,56.02536457
805,star,79.18678857,53.23479185
806,star,77.89905795,51.82245833
