"Date","Spot exchange rate, Polish Zloty into Sterling                          XUDLBK47"
"01 Dec 20","4.949"
"30 Nov 20","5.0045"
"27 Nov 20","5.0111"
"26 Nov 20","5.0106"
"25 Nov 20","5.0216"
"24 Nov 20","5.0208"
"23 Nov 20","5.0348"
"20 Nov 20","5.0022"
"19 Nov 20","4.9957"
"18 Nov 20","5.0027"
"17 Nov 20","5.0139"
"16 Nov 20","4.9824"
"13 Nov 20","4.9977"
"12 Nov 20","4.9826"
"11 Nov 20","5.0314"
"10 Nov 20","5.0334"
"09 Nov 20","4.9795"
"06 Nov 20","4.9957"
"05 Nov 20","5.0199"
"04 Nov 20","5.0435"
"03 Nov 20","5.062"
"02 Nov 20","5.1006"
"30 Oct 20","5.1268"
"29 Oct 20","5.1203"
"28 Oct 20","5.1077"
"27 Oct 20","5.055"
"26 Oct 20","5.0445"
"23 Oct 20","5.0431"
"22 Oct 20","5.0617"
"21 Oct 20","5.0665"
"20 Oct 20","5.0019"
"19 Oct 20","5.0471"
"16 Oct 20","5.0139"
"15 Oct 20","5.0224"
"14 Oct 20","5.0088"
"13 Oct 20","4.9701"
"12 Oct 20","4.9621"
"09 Oct 20","4.9092"
"08 Oct 20","4.941"
"07 Oct 20","4.9117"
"06 Oct 20","4.9312"
"05 Oct 20","4.9397"
"02 Oct 20","4.9634"
"01 Oct 20","4.9071"
"30 Sep 20","4.9963"
"29 Sep 20","4.9529"
"28 Sep 20","5.0542"
"25 Sep 20","4.9775"
"24 Sep 20","4.9824"
"23 Sep 20","4.9388"
"22 Sep 20","4.8867"
"21 Sep 20","4.8982"
"18 Sep 20","4.8672"
"17 Sep 20","4.8801"
"16 Sep 20","4.8835"
"15 Sep 20","4.8272"
"14 Sep 20","4.8253"
"11 Sep 20","4.8111"
"10 Sep 20","4.8327"
"09 Sep 20","4.8907"
"08 Sep 20","4.9187"
"07 Sep 20","4.9424"
"04 Sep 20","5.0044"
"03 Sep 20","4.9777"
"02 Sep 20","4.9656"
"01 Sep 20","4.9436"
"28 Aug 20","4.9184"
"27 Aug 20","4.9368"
"26 Aug 20","4.9311"
"25 Aug 20","4.8769"
"24 Aug 20","4.8583"
"21 Aug 20","4.8948"
"20 Aug 20","4.8638"
"19 Aug 20","4.887"
"18 Aug 20","4.8617"
"17 Aug 20","4.8569"
"14 Aug 20","4.8788"
"13 Aug 20","4.8619"
"12 Aug 20","4.8676"
"11 Aug 20","4.8983"
"10 Aug 20","4.8972"
"07 Aug 20","4.878"
"06 Aug 20","4.8863"
"05 Aug 20","4.868"
"04 Aug 20","4.8822"
"03 Aug 20","4.9033"
"31 Jul 20","4.8944"
"30 Jul 20","4.8833"
"29 Jul 20","4.8666"
"28 Jul 20","4.8675"
"27 Jul 20","4.8107"
"24 Jul 20","4.8501"
"23 Jul 20","4.8389"
"22 Jul 20","4.8517"
"21 Jul 20","4.9173"
"20 Jul 20","4.926"
"17 Jul 20","4.9121"
"16 Jul 20","4.9344"
"15 Jul 20","4.9485"
"14 Jul 20","4.92"
"13 Jul 20","4.9764"
"10 Jul 20","4.9945"
"09 Jul 20","4.9943"
"08 Jul 20","4.9854"
"07 Jul 20","4.9852"
"06 Jul 20","4.9305"
"03 Jul 20","4.9508"
"02 Jul 20","4.9556"
"01 Jul 20","4.9499"
"30 Jun 20","4.8887"
"29 Jun 20","4.8629"
"26 Jun 20","4.9078"
"25 Jun 20","4.9354"
"24 Jun 20","4.9204"
"23 Jun 20","4.919"
"22 Jun 20","4.9155"
"19 Jun 20","4.9404"
"18 Jun 20","4.9258"
"17 Jun 20","4.9814"
"16 Jun 20","4.9651"
"15 Jun 20","4.9429"
"12 Jun 20","4.9609"
"11 Jun 20","4.9672"
"10 Jun 20","5.0167"
"09 Jun 20","4.9864"
"08 Jun 20","4.9831"
"05 Jun 20","4.989"
"04 Jun 20","4.9221"
"03 Jun 20","4.9565"
"02 Jun 20","4.9226"
"01 Jun 20","4.9356"
"29 May 20","4.9511"
"28 May 20","4.949"
"27 May 20","4.9322"
"26 May 20","4.9837"
"22 May 20","5.0553"
"21 May 20","5.0501"
"20 May 20","5.0592"
"19 May 20","5.0893"
"18 May 20","5.1264"
"15 May 20","5.1201"
"14 May 20","5.1529"
"13 May 20","5.1571"
"12 May 20","5.1688"
"11 May 20","5.2078"
"07 May 20","5.1982"
"06 May 20","5.2148"
"05 May 20","5.2061"
"04 May 20","5.1913"
"01 May 20","5.2027"
"30 Apr 20","5.2254"
"29 Apr 20","5.2108"
"28 Apr 20","5.2189"
"27 Apr 20","5.1905"
"24 Apr 20","5.1794"
"23 Apr 20","5.1988"
"22 Apr 20","5.1689"
"21 Apr 20","5.1244"
"20 Apr 20","5.189"
"17 Apr 20","5.1956"
"16 Apr 20","5.2176"
"15 Apr 20","5.2046"
"14 Apr 20","5.2054"
"09 Apr 20","5.1783"
"08 Apr 20","5.1706"
"07 Apr 20","5.1308"
"06 Apr 20","5.1925"
"03 Apr 20","5.1829"
"02 Apr 20","5.2054"
"01 Apr 20","5.2119"
"31 Mar 20","5.1549"
"30 Mar 20","5.1234"
"27 Mar 20","5.0598"
"26 Mar 20","5.0078"
"25 Mar 20","4.9672"
"24 Mar 20","5.0254"
"23 Mar 20","4.9383"
"20 Mar 20","4.9855"
"19 Mar 20","4.9664"
"18 Mar 20","4.9172"
"17 Mar 20","4.9119"
"16 Mar 20","4.8757"
"13 Mar 20","4.9072"
"12 Mar 20","4.9576"
"11 Mar 20","4.9334"
"10 Mar 20","4.9209"
"09 Mar 20","4.9576"
"06 Mar 20","4.9453"
"05 Mar 20","4.9629"
"04 Mar 20","4.9356"
"03 Mar 20","4.9271"
"02 Mar 20","4.9529"
"28 Feb 20","5.0368"
"27 Feb 20","5.0633"
"26 Feb 20","5.1213"
"25 Feb 20","5.1541"
"24 Feb 20","5.124"
"21 Feb 20","5.1201"
"20 Feb 20","5.1047"
"19 Feb 20","5.1295"
"18 Feb 20","5.1478"
"17 Feb 20","5.1189"
"14 Feb 20","5.0997"
"13 Feb 20","5.1192"
"12 Feb 20","5.0617"
"11 Feb 20","5.0434"
"10 Feb 20","5.0511"
"07 Feb 20","5.0399"
"06 Feb 20","5.0148"
"05 Feb 20","5.0107"
"04 Feb 20","5.0444"
"03 Feb 20","5.06"
"31 Jan 20","5.1146"
"30 Jan 20","5.0984"
"29 Jan 20","5.0635"
"28 Jan 20","5.042"
"27 Jan 20","5.0727"
"24 Jan 20","5.045"
"23 Jan 20","5.0432"
"22 Jan 20","5.0315"
"21 Jan 20","4.976"
"20 Jan 20","4.9749"
"17 Jan 20","4.9813"
"16 Jan 20","4.965"
"15 Jan 20","4.9362"
"14 Jan 20","4.9385"
"13 Jan 20","4.9387"
"10 Jan 20","4.9762"
"09 Jan 20","4.9886"
"08 Jan 20","4.9962"
"07 Jan 20","4.9967"
"06 Jan 20","4.9837"
"03 Jan 20","4.9679"
"02 Jan 20","4.999"
"31 Dec 19","5.0118"
"30 Dec 19","4.9827"
"27 Dec 19","4.9952"
"24 Dec 19","4.9828"
"23 Dec 19","4.9706"
"20 Dec 19","5.0111"
"19 Dec 19","4.9904"
"18 Dec 19","5.0212"
"17 Dec 19","5.0142"
"16 Dec 19","5.1007"
"13 Dec 19","5.1165"
"12 Dec 19","5.056"
"11 Dec 19","5.0915"
"10 Dec 19","5.0953"
"09 Dec 19","5.0901"
"06 Dec 19","5.0758"
"05 Dec 19","5.0745"
"04 Dec 19","5.0586"
"03 Dec 19","5.0218"
"02 Dec 19","5.0001"
"29 Nov 19","5.0591"
"28 Nov 19","5.0681"
"27 Nov 19","5.0449"
"26 Nov 19","5.0216"
"25 Nov 19","5.0375"
"22 Nov 19","4.9995"
"21 Nov 19","5.0163"
"20 Nov 19","5.0124"
"19 Nov 19","5.01"
"18 Nov 19","5.0232"
"15 Nov 19","4.9891"
"14 Nov 19","5.0076"
"13 Nov 19","5.0049"
"12 Nov 19","4.9858"
"11 Nov 19","4.9837"
"08 Nov 19","4.9488"
"07 Nov 19","4.9414"
"06 Nov 19","4.9575"
"05 Nov 19","4.9533"
"04 Nov 19","4.9373"
"01 Nov 19","4.9283"
"31 Oct 19","4.937"
"30 Oct 19","4.9312"
"29 Oct 19","4.9524"
"28 Oct 19","4.9558"
"25 Oct 19","4.9492"
"24 Oct 19","4.9485"
"23 Oct 19","4.9539"
"22 Oct 19","4.9495"
"21 Oct 19","4.9847"
"18 Oct 19","4.9581"
"17 Oct 19","4.9456"
"16 Oct 19","4.9672"
"15 Oct 19","4.9687"
"14 Oct 19","4.9007"
"11 Oct 19","4.9423"
"10 Oct 19","4.8129"
"09 Oct 19","4.8118"
"08 Oct 19","4.8166"
"07 Oct 19","4.8529"
"04 Oct 19","4.8372"
"03 Oct 19","4.893"
"02 Oct 19","4.8982"
"01 Oct 19","4.9075"
"30 Sep 19","4.9402"
"27 Sep 19","4.9254"
"26 Sep 19","4.9479"
"25 Sep 19","4.9492"
"24 Sep 19","4.9703"
"23 Sep 19","4.9651"
"20 Sep 19","4.9708"
"19 Sep 19","4.9048"
"18 Sep 19","4.8999"
"17 Sep 19","4.9014"
"16 Sep 19","4.8822"
"13 Sep 19","4.8576"
"12 Sep 19","4.8469"
"11 Sep 19","4.8714"
"10 Sep 19","4.8468"
"09 Sep 19","4.8374"
"06 Sep 19","4.8333"
"05 Sep 19","4.8421"
"04 Sep 19","4.7999"
"03 Sep 19","4.7979"
"02 Sep 19","4.788"
"30 Aug 19","4.8388"
"29 Aug 19","4.847"
"28 Aug 19","4.8439"
"27 Aug 19","4.8373"
"23 Aug 19","4.8169"
"22 Aug 19","4.8269"
"21 Aug 19","4.7592"
"20 Aug 19","4.7725"
"19 Aug 19","4.7805"
"16 Aug 19","4.7562"
"15 Aug 19","4.7756"
"14 Aug 19","4.734"
"13 Aug 19","4.6754"
"12 Aug 19","4.6607"
"09 Aug 19","4.6623"
"08 Aug 19","4.6848"
"07 Aug 19","4.6834"
"06 Aug 19","4.6976"
"05 Aug 19","4.687"
"02 Aug 19","4.7015"
"01 Aug 19","4.73"
"31 Jul 19","4.7136"
"30 Jul 19","4.6904"
"29 Jul 19","4.7126"
"26 Jul 19","4.7581"
"25 Jul 19","4.7672"
"24 Jul 19","4.7729"
"23 Jul 19","4.7457"
"22 Jul 19","4.7315"
"19 Jul 19","4.7371"
"18 Jul 19","4.7396"
"17 Jul 19","4.7193"
"16 Jul 19","4.7131"
"15 Jul 19","4.7388"
"12 Jul 19","4.7655"
"11 Jul 19","4.7587"
"10 Jul 19","4.7427"
"09 Jul 19","4.7471"
"08 Jul 19","4.7506"
"05 Jul 19","4.7385"
"04 Jul 19","4.7294"
"03 Jul 19","4.7243"
"02 Jul 19","4.7323"
"01 Jul 19","4.7352"
"28 Jun 19","4.7461"
"27 Jun 19","4.7409"
"26 Jun 19","4.7467"
"25 Jun 19","4.7549"
"24 Jun 19","4.7488"
"21 Jun 19","4.7681"
"20 Jun 19","4.7848"
"19 Jun 19","4.8079"
"18 Jun 19","4.7753"
"17 Jun 19","4.7693"
"14 Jun 19","4.7814"
"13 Jun 19","4.7897"
"12 Jun 19","4.7816"
"11 Jun 19","4.7939"
"10 Jun 19","4.778"
"07 Jun 19","4.7945"
"06 Jun 19","4.8167"
"05 Jun 19","4.8323"
"04 Jun 19","4.8279"
"03 Jun 19","4.8243"
"31 May 19","4.8421"
"30 May 19","4.8515"
"29 May 19","4.8714"
"28 May 19","4.8743"
"24 May 19","4.8637"
"23 May 19","4.8907"
"22 May 19","4.8859"
"21 May 19","4.9249"
"20 May 19","4.9009"
"17 May 19","4.9101"
"16 May 19","4.9204"
"15 May 19","4.9429"
"14 May 19","4.9652"
"13 May 19","4.9717"
"10 May 19","4.9836"
"09 May 19","4.9882"
"08 May 19","4.9811"
"07 May 19","5.0055"
"03 May 19","5.0181"
"02 May 19","4.9893"
"01 May 19","4.9843"
"30 Apr 19","4.9906"
"29 Apr 19","4.9703"
"26 Apr 19","4.9744"
"25 Apr 19","4.9689"
"24 Apr 19","4.9663"
"23 Apr 19","4.9494"
"18 Apr 19","4.9519"
"17 Apr 19","4.9292"
"16 Apr 19","4.9377"
"15 Apr 19","4.9559"
"12 Apr 19","4.9516"
"11 Apr 19","4.9719"
"10 Apr 19","4.9813"
"09 Apr 19","4.9595"
"08 Apr 19","4.9653"
"05 Apr 19","4.9732"
"04 Apr 19","5.0046"
"03 Apr 19","5.0238"
"02 Apr 19","5.0034"
"01 Apr 19","5.0323"
"29 Mar 19","4.9956"
"28 Mar 19","5.0064"
"27 Mar 19","5.0373"
"26 Mar 19","5.0247"
"25 Mar 19","4.9988"
"22 Mar 19","5.039"
"21 Mar 19","4.9231"
"20 Mar 19","4.9775"
"19 Mar 19","5.0115"
"18 Mar 19","5.0031"
"15 Mar 19","5.0417"
"14 Mar 19","5.0578"
"13 Mar 19","5.0286"
"12 Mar 19","4.9927"
"11 Mar 19","5.0198"
"08 Mar 19","4.9748"
"07 Mar 19","5.0277"
"06 Mar 19","4.994"
"05 Mar 19","4.9835"
"04 Mar 19","5.0042"
"01 Mar 19","5.0073"
"28 Feb 19","5.0265"
"27 Feb 19","5.0562"
"26 Feb 19","5.0395"
"25 Feb 19","4.9941"
"22 Feb 19","4.9911"
"21 Feb 19","4.9921"
"20 Feb 19","4.9866"
"19 Feb 19","4.9829"
"18 Feb 19","4.951"
"15 Feb 19","4.9417"
"14 Feb 19","4.9172"
"13 Feb 19","4.946"
"12 Feb 19","4.9378"
"11 Feb 19","4.9348"
"08 Feb 19","4.9283"
"07 Feb 19","4.9192"
"06 Feb 19","4.8932"
"05 Feb 19","4.8629"
"04 Feb 19","4.9064"
"01 Feb 19","4.893"
"31 Jan 19","4.8838"
"30 Jan 19","4.9035"
"29 Jan 19","4.9461"
"28 Jan 19","4.9364"
"25 Jan 19","4.9529"
"24 Jan 19","4.9259"
"23 Jan 19","4.9269"
"22 Jan 19","4.8878"
"21 Jan 19","4.8629"
"18 Jan 19","4.8716"
"17 Jan 19","4.8638"
"16 Jan 19","4.8321"
"15 Jan 19","4.808"
"14 Jan 19","4.8309"
"11 Jan 19","4.7969"
"10 Jan 19","4.7622"
"09 Jan 19","4.7553"
"08 Jan 19","4.7832"
"07 Jan 19","4.7852"
"04 Jan 19","4.7847"
"03 Jan 19","4.7489"
"02 Jan 19","4.7689"
"31 Dec 18","4.7921"
"28 Dec 18","4.7766"
"27 Dec 18","4.7577"
"24 Dec 18","4.7585"
"21 Dec 18","4.7653"
"20 Dec 18","4.7456"
"19 Dec 18","4.74"
"18 Dec 18","4.7635"
"17 Dec 18","4.7611"
"14 Dec 18","4.7714"
"13 Dec 18","4.7729"
"12 Dec 18","4.781"
"11 Dec 18","4.7594"
"10 Dec 18","4.7331"
"07 Dec 18","4.805"
"06 Dec 18","4.8053"
"05 Dec 18","4.8138"
"04 Dec 18","4.7962"
"03 Dec 18","4.8002"
"30 Nov 18","4.8352"
"29 Nov 18","4.8102"
"28 Nov 18","4.8579"
"27 Nov 18","4.8455"
"26 Nov 18","4.8575"
"23 Nov 18","4.8442"
"22 Nov 18","4.8461"
"21 Nov 18","4.8263"
"20 Nov 18","4.8467"
"19 Nov 18","4.8677"
"16 Nov 18","4.8533"
"15 Nov 18","4.8463"
"14 Nov 18","4.9424"
"13 Nov 18","4.947"
"12 Nov 18","4.9119"
"09 Nov 18","4.916"
"08 Nov 18","4.9171"
"07 Nov 18","4.911"
"06 Nov 18","4.9328"
"05 Nov 18","4.9203"
"02 Nov 18","4.9214"
"01 Nov 18","4.9293"
"31 Oct 18","4.8952"
"30 Oct 18","4.851"
"29 Oct 18","4.8619"
"26 Oct 18","4.8622"
"25 Oct 18","4.854"
"24 Oct 18","4.8811"
"23 Oct 18","4.8616"
"22 Oct 18","4.8508"
"19 Oct 18","4.8756"
"18 Oct 18","4.8916"
"17 Oct 18","4.8877"
"16 Oct 18","4.8887"
"15 Oct 18","4.8693"
"12 Oct 18","4.8895"
"11 Oct 18","4.9259"
"10 Oct 18","4.9367"
"09 Oct 18","4.9219"
"08 Oct 18","4.9086"
"05 Oct 18","4.8904"
"04 Oct 18","4.8663"
"03 Oct 18","4.8402"
"02 Oct 18","4.8236"
"01 Oct 18","4.8168"
"28 Sep 18","4.8079"
"27 Sep 18","4.7974"
"26 Sep 18","4.7989"
"25 Sep 18","4.7888"
"24 Sep 18","4.7935"
"21 Sep 18","4.7907"
"20 Sep 18","4.844"
"19 Sep 18","4.8366"
"18 Sep 18","4.828"
"17 Sep 18","4.8365"
"14 Sep 18","4.8274"
"13 Sep 18","4.8298"
"12 Sep 18","4.83"
"11 Sep 18","4.8391"
"10 Sep 18","4.8424"
"07 Sep 18","4.8245"
"06 Sep 18","4.811"
"05 Sep 18","4.8247"
"04 Sep 18","4.7865"
"03 Sep 18","4.7539"
"31 Aug 18","4.785"
"30 Aug 18","4.7918"
"29 Aug 18","4.7594"
"28 Aug 18","4.6971"
"24 Aug 18","4.7269"
"23 Aug 18","4.7537"
"22 Aug 18","4.7677"
"21 Aug 18","4.7996"
"20 Aug 18","4.8088"
"17 Aug 18","4.8071"
"16 Aug 18","4.8119"
"15 Aug 18","4.8608"
"14 Aug 18","4.8289"
"13 Aug 18","4.8186"
"10 Aug 18","4.7808"
"09 Aug 18","4.7552"
"08 Aug 18","4.7285"
"07 Aug 18","4.7552"
"06 Aug 18","4.7677"
"03 Aug 18","4.7787"
"02 Aug 18","4.7936"
"01 Aug 18","4.7906"
"31 Jul 18","4.7965"
"30 Jul 18","4.794"
"27 Jul 18","4.8185"
"26 Jul 18","4.8338"
"25 Jul 18","4.8526"
"24 Jul 18","4.8314"
"23 Jul 18","4.8457"
"20 Jul 18","4.8418"
"19 Jul 18","4.8478"
"18 Jul 18","4.8283"
"17 Jul 18","4.8333"
"16 Jul 18","4.8679"
"13 Jul 18","4.8855"
"12 Jul 18","4.8891"
"11 Jul 18","4.8978"
"10 Jul 18","4.8896"
"09 Jul 18","4.8699"
"06 Jul 18","4.9241"
"05 Jul 18","4.9271"
"04 Jul 18","4.9702"
"03 Jul 18","4.9659"
"02 Jul 18","4.9746"
"29 Jun 18","4.9443"
"28 Jun 18","4.9385"
"27 Jun 18","4.9201"
"26 Jun 18","4.9246"
"25 Jun 18","4.9265"
"22 Jun 18","4.9276"
"21 Jun 18","4.9448"
"20 Jun 18","4.9141"
"19 Jun 18","4.9125"
"18 Jun 18","4.9047"
"15 Jun 18","4.8986"
"14 Jun 18","4.8953"
"13 Jun 18","4.8561"
"12 Jun 18","4.8381"
"11 Jun 18","4.8436"
"08 Jun 18","4.8737"
"07 Jun 18","4.8423"
"06 Jun 18","4.8627"
"05 Jun 18","4.8905"
"04 Jun 18","4.8834"
"01 Jun 18","4.9265"
"31 May 18","4.9232"
"30 May 18","4.9395"
"29 May 18","4.9446"
"25 May 18","4.9224"
"24 May 18","4.9198"
"23 May 18","4.9161"
"22 May 18","4.892"
"21 May 18","4.9014"
"18 May 18","4.9209"
"17 May 18","4.9202"
"16 May 18","4.8953"
"15 May 18","4.8886"
"14 May 18","4.8442"
"11 May 18","4.8357"
"10 May 18","4.8154"
"09 May 18","4.888"
"08 May 18","4.8831"
"04 May 18","4.8133"
"03 May 18","4.8476"
"02 May 18","4.868"
"01 May 18","4.849"
"30 Apr 18","4.8264"
"27 Apr 18","4.8045"
"26 Apr 18","4.8688"
"25 Apr 18","4.8477"
"24 Apr 18","4.8109"
"23 Apr 18","4.7996"
"20 Apr 18","4.7644"
"19 Apr 18","4.7934"
"18 Apr 18","4.7866"
"17 Apr 18","4.8225"
"16 Apr 18","4.8098"
"13 Apr 18","4.8162"
"12 Apr 18","4.8277"
"11 Apr 18","4.8029"
"10 Apr 18","4.8048"
"09 Apr 18","4.8136"
"06 Apr 18","4.8193"
"05 Apr 18","4.8073"
"04 Apr 18","4.8139"
"03 Apr 18","4.8001"
"29 Mar 18","4.807"
"28 Mar 18","4.7999"
"27 Mar 18","4.8054"
"26 Mar 18","4.8205"
"23 Mar 18","4.8378"
"22 Mar 18","4.8314"
"21 Mar 18","4.8503"
"20 Mar 18","4.8304"
"19 Mar 18","4.8006"
"16 Mar 18","4.7781"
"15 Mar 18","4.7686"
"14 Mar 18","4.7366"
"13 Mar 18","4.7477"
"12 Mar 18","4.7438"
"09 Mar 18","4.721"
"08 Mar 18","4.721"
"07 Mar 18","4.7007"
"06 Mar 18","4.6884"
"05 Mar 18","4.7111"
"02 Mar 18","4.6951"
"01 Mar 18","4.7174"
"28 Feb 18","4.7224"
"27 Feb 18","4.7321"
"26 Feb 18","4.7308"
"23 Feb 18","4.7391"
"22 Feb 18","4.7269"
"21 Feb 18","4.7291"
"20 Feb 18","4.7076"
"19 Feb 18","4.6713"
"16 Feb 18","4.6917"
"15 Feb 18","4.6878"
"14 Feb 18","4.6925"
"13 Feb 18","4.6856"
"12 Feb 18","4.6926"
"09 Feb 18","4.7194"
"08 Feb 18","4.7732"
"07 Feb 18","4.6999"
"06 Feb 18","4.6969"
"05 Feb 18","4.6824"
"02 Feb 18","4.7277"
"01 Feb 18","4.7442"
"31 Jan 18","4.7394"
"30 Jan 18","4.7303"
"29 Jan 18","4.7194"
"26 Jan 18","4.7173"
"25 Jan 18","4.7382"
"24 Jan 18","4.7635"
"23 Jan 18","4.7519"
"22 Jan 18","4.7495"
"19 Jan 18","4.7269"
"18 Jan 18","4.7206"
"17 Jan 18","4.7121"
"16 Jan 18","4.6998"
"15 Jan 18","4.6989"
"12 Jan 18","4.6986"
"11 Jan 18","4.6862"
"10 Jan 18","4.7167"
"09 Jan 18","4.7437"
"08 Jan 18","4.7311"
"05 Jan 18","4.6803"
"04 Jan 18","4.6628"
"03 Jan 18","4.6703"
"02 Jan 18","4.6916"
"29 Dec 17","4.7048"
"28 Dec 17","4.7031"
"27 Dec 17","4.7176"
"22 Dec 17","4.74"
"21 Dec 17","4.7227"
"20 Dec 17","4.738"
"19 Dec 17","4.7508"
"18 Dec 17","4.7705"
"15 Dec 17","4.7664"
"14 Dec 17","4.8081"
"13 Dec 17","4.7898"
"12 Dec 17","4.7903"
"11 Dec 17","4.7641"
"08 Dec 17","4.7827"
"07 Dec 17","4.7922"
"06 Dec 17","4.7825"
"05 Dec 17","4.7854"
"04 Dec 17","4.784"
"01 Dec 17","4.7809"
"30 Nov 17","4.7686"
"29 Nov 17","4.7549"
"28 Nov 17","4.6836"
"27 Nov 17","4.7033"
"24 Nov 17","4.707"
"23 Nov 17","4.7236"
"22 Nov 17","4.7437"
"21 Nov 17","4.7639"
"20 Nov 17","4.7729"
"17 Nov 17","4.7488"
"16 Nov 17","4.7541"
"15 Nov 17","4.7382"
"14 Nov 17","4.7381"
"13 Nov 17","4.762"
"10 Nov 17","4.791"
"09 Nov 17","4.7774"
"08 Nov 17","4.7928"
"07 Nov 17","4.8206"
"06 Nov 17","4.8034"
"03 Nov 17","4.7745"
"02 Nov 17","4.7412"
"01 Nov 17","4.8353"
"31 Oct 17","4.834"
"30 Oct 17","4.8144"
"27 Oct 17","4.8064"
"26 Oct 17","4.7804"
"25 Oct 17","4.7571"
"24 Oct 17","4.7387"
"23 Oct 17","4.7418"
"20 Oct 17","4.7355"
"19 Oct 17","4.7171"
"18 Oct 17","4.7343"
"17 Oct 17","4.7363"
"16 Oct 17","4.7651"
"13 Oct 17","4.7809"
"12 Oct 17","4.7452"
"11 Oct 17","4.7616"
"10 Oct 17","4.8016"
"09 Oct 17","4.8119"
"06 Oct 17","4.7979"
"05 Oct 17","4.8265"
"04 Oct 17","4.8573"
"03 Oct 17","4.8611"
"02 Oct 17","4.8846"
"29 Sep 17","4.8895"
"28 Sep 17","4.9224"
"27 Sep 17","4.9247"
"26 Sep 17","4.8953"
"25 Sep 17","4.8603"
"22 Sep 17","4.8187"
"21 Sep 17","4.8547"
"20 Sep 17","4.8305"
"19 Sep 17","4.8281"
"18 Sep 17","4.8616"
"15 Sep 17","4.8651"
"14 Sep 17","4.8176"
"13 Sep 17","4.7559"
"12 Sep 17","4.7279"
"11 Sep 17","4.6779"
"08 Sep 17","4.6621"
"07 Sep 17","4.6442"
"06 Sep 17","4.6562"
"05 Sep 17","4.6325"
"04 Sep 17","4.6132"
"01 Sep 17","4.6501"
"31 Aug 17","4.6037"
"30 Aug 17","4.6179"
"29 Aug 17","4.5938"
"25 Aug 17","4.6077"
"24 Aug 17","4.6241"
"23 Aug 17","4.6417"
"22 Aug 17","4.6657"
"21 Aug 17","4.6655"
"18 Aug 17","4.6853"
"17 Aug 17","4.6867"
"16 Aug 17","4.6845"
"15 Aug 17","4.7107"
"14 Aug 17","4.7193"
"11 Aug 17","4.7268"
"10 Aug 17","4.7278"
"09 Aug 17","4.7186"
"08 Aug 17","4.6992"
"07 Aug 17","4.694"
"04 Aug 17","4.7026"
"03 Aug 17","4.7009"
"02 Aug 17","4.7445"
"01 Aug 17","4.7631"
"31 Jul 17","4.7587"
"28 Jul 17","4.7467"
"27 Jul 17","4.7764"
"26 Jul 17","4.7719"
"25 Jul 17","4.7616"
"24 Jul 17","4.7581"
"21 Jul 17","4.7449"
"20 Jul 17","4.6968"
"19 Jul 17","4.7683"
"18 Jul 17","4.7216"
"17 Jul 17","4.7892"
"14 Jul 17","4.8061"
"13 Jul 17","4.7888"
"12 Jul 17","4.7806"
"11 Jul 17","4.7765"
"10 Jul 17","4.783"
