Transaction ID,Order ID,Product ID,Customer ID,Postal Code,Sales,Quantity,Profit,Discount
66,CA-2015-135545,FUR-FU-10000397,KM-16720,90004,79.76,4,22.332800000000006,0
67,US-2015-164175,FUR-CH-10001146,PS-18970,60610,213.11499999999998,5,-15.22250000000001,0.3
68,CA-2014-106376,OFF-AR-10002671,BS-11590,85234,1113.0240000000001,8,111.30239999999998,0.2
69,CA-2014-106376,TEC-PH-10002726,BS-11590,85234,167.96800000000002,4,62.988,0.2
70,CA-2016-119823,OFF-PA-10000482,KD-16270,22153,75.88,2,35.663599999999995,0
71,CA-2016-106075,OFF-BI-10004654,HM-14980,10009,4.616,1,1.7309999999999999,0.2
72,CA-2017-114440,OFF-PA-10004675,TB-21520,49201,19.049999999999997,3,8.763,0
73,US-2015-134026,FUR-CH-10000513,JE-15745,38109,831.9360000000001,8,-114.39120000000003,0.2
74,US-2015-134026,FUR-FU-10003708,JE-15745,38109,97.04,2,1.2129999999999974,0.2
75,US-2015-134026,OFF-ST-10004123,JE-15745,38109,72.784,1,-18.196,0.2
76,US-2017-118038,OFF-BI-10004182,KB-16600,77041,1.2479999999999998,3,-1.9344000000000006,0.8
77,US-2017-118038,FUR-FU-10000260,KB-16600,77041,9.708,3,-5.8248000000000015,0.6
78,US-2017-118038,OFF-ST-10000615,KB-16600,77041,27.240000000000002,3,2.724000000000002,0.2
79,US-2014-147606,FUR-FU-10003194,JE-15745,77070,19.3,5,-14.475000000000001,0.6
80,CA-2016-127208,OFF-AP-10002118,SC-20770,35601,208.16,1,56.20320000000001,0
81,CA-2016-127208,OFF-BI-10002309,SC-20770,35601,16.740000000000002,3,8.0352,0
82,CA-2014-139451,OFF-AR-10002053,DN-13690,94122,14.9,5,4.172000000000001,0
83,CA-2014-139451,OFF-ST-10002370,DN-13690,94122,21.39,1,6.203099999999999,0
84,CA-2015-149734,OFF-EN-10000927,JC-16105,27707,200.98400000000004,7,62.807499999999976,0.2
85,US-2017-119662,OFF-ST-10003656,CS-12400,60623,230.376,3,-48.9549,0.2
86,CA-2017-140088,FUR-CH-10000863,PO-18865,29203,301.96,2,33.215599999999995,0
87,CA-2017-155558,TEC-AC-10001998,PG-18895,55901,19.99,1,6.796599999999998,0
88,CA-2017-155558,OFF-LA-10000134,PG-18895,55901,6.16,2,2.9568,0
89,CA-2016-159695,OFF-ST-10003442,GM-14455,77095,158.36800000000002,7,13.857199999999999,0.2
90,CA-2016-109806,OFF-AR-10004930,JS-15685,90036,20.1,3,6.632999999999998,0
91,CA-2016-109806,TEC-PH-10004093,JS-15685,90036,73.584,2,8.278199999999998,0.2
92,CA-2016-109806,OFF-PA-10000304,JS-15685,90036,6.48,1,3.1104000000000003,0
93,CA-2015-149587,OFF-PA-10003177,KB-16315,55407,12.96,2,6.2208000000000006,0
94,CA-2015-149587,FUR-FU-10003799,KB-16315,55407,53.34,3,16.535399999999996,0
95,CA-2015-149587,OFF-BI-10002852,KB-16315,55407,32.96,2,16.1504,0
96,US-2017-109484,OFF-BI-10004738,RB-19705,97206,5.682000000000001,1,-3.7880000000000003,0.7
97,CA-2017-161018,FUR-FU-10000629,PN-18775,10009,96.53,7,40.5426,0
98,CA-2017-157833,OFF-BI-10001721,KD-16345,94122,51.312,3,17.9592,0.2
99,CA-2016-149223,OFF-AP-10000358,ER-13855,55106,77.88,6,22.585199999999993,0
100,CA-2016-158568,OFF-PA-10003256,RB-19465,60610,64.624,7,22.618399999999994,0.2
101,CA-2016-158568,TEC-AC-10001767,RB-19465,60610,95.97600000000001,3,-10.79730000000001,0.2
102,CA-2016-158568,OFF-BI-10002609,RB-19465,60610,1.7879999999999996,3,-3.0396,0.8
103,CA-2016-129903,OFF-PA-10004040,GZ-14470,55901,23.92,4,11.7208,0
104,US-2015-156867,TEC-AC-10001552,LC-16870,80013,238.89600000000002,6,-26.875800000000012,0.2
105,US-2015-156867,FUR-FU-10004006,LC-16870,80013,102.35999999999999,3,-3.8385000000000105,0.2
106,US-2015-156867,OFF-BI-10002794,LC-16870,80013,36.882000000000005,3,-25.8174,0.7
107,CA-2017-119004,TEC-AC-10003499,JM-15250,28205,74.11200000000001,8,17.6016,0.2
108,CA-2017-119004,TEC-PH-10002844,JM-15250,28205,27.992000000000004,1,2.0993999999999993,0.2
109,CA-2017-119004,OFF-AR-10000390,JM-15250,28205,3.3040000000000003,1,1.0737999999999999,0.2
110,CA-2015-129476,TEC-AC-10000844,PA-19060,60462,339.96000000000004,5,67.99199999999996,0.2
111,CA-2017-146780,FUR-FU-10001934,CV-12805,10035,41.96,2,10.909600000000001,0
112,CA-2016-128867,OFF-AR-10000380,CL-12565,50322,75.96,2,22.78799999999999,0
113,CA-2016-128867,OFF-BI-10003981,CL-12565,50322,27.240000000000002,6,13.3476,0
114,CA-2014-115259,OFF-FA-10000621,RC-19960,43229,40.096000000000004,14,14.534799999999997,0.2
115,CA-2014-115259,OFF-EN-10002600,RC-19960,43229,4.720000000000001,2,1.6519999999999997,0.2
116,CA-2014-115259,OFF-PA-10004965,RC-19960,43229,23.976000000000003,3,7.492499999999999,0.2
117,CA-2014-115259,OFF-EN-10002504,RC-19960,43229,130.464,6,44.0316,0.2
118,CA-2015-110457,FUR-TA-10001768,DK-13090,98103,787.53,3,165.38129999999995,0
119,US-2015-136476,OFF-BI-10003650,GG-14650,37620,157.79400000000004,1,-115.7156,0.7
120,CA-2016-103730,FUR-FU-10002157,SC-20725,19805,47.04,3,18.345599999999997,0
121,CA-2016-103730,OFF-BI-10003910,SC-20725,19805,30.84,4,13.878,0
122,CA-2016-103730,OFF-ST-10000777,SC-20725,19805,226.56,6,63.436800000000005,0
123,CA-2016-103730,OFF-EN-10002500,SC-20725,19805,115.02,9,51.75899999999999,0
124,CA-2016-103730,TEC-PH-10003875,SC-20725,19805,68.04,7,19.731599999999997,0
125,US-2014-152030,FUR-CH-10004063,AD-10180,77041,600.558,3,-8.579400000000078,0.3
126,US-2014-134614,FUR-TA-10004534,PF-19165,61701,617.7,6,-407.68200000000013,0.5
127,US-2017-107272,OFF-BI-10003274,TS-21610,85023,2.3880000000000003,2,-1.8308,0.7
128,US-2017-107272,OFF-ST-10002974,TS-21610,85023,243.99200000000002,7,30.49899999999998,0.2
129,US-2016-125969,FUR-CH-10001146,LS-16975,90004,81.424,2,-9.160199999999996,0.2
130,US-2016-125969,FUR-FU-10003773,LS-16975,90004,238.56,3,26.241599999999977,0
131,US-2017-164147,TEC-PH-10002293,DW-13585,43229,59.96999999999999,5,-11.993999999999993,0.4
132,US-2017-164147,OFF-PA-10002377,DW-13585,43229,78.304,2,29.363999999999997,0.2
133,US-2017-164147,OFF-FA-10002780,DW-13585,43229,21.456,9,6.973199999999998,0.2
134,CA-2016-145583,OFF-PA-10001804,LC-16885,95661,20.04,3,9.6192,0
135,CA-2016-145583,OFF-PA-10001736,LC-16885,95661,35.44,1,16.656799999999997,0
136,CA-2016-145583,OFF-AR-10001149,LC-16885,95661,11.52,4,3.4559999999999995,0
137,CA-2016-145583,OFF-FA-10002988,LC-16885,95661,4.02,2,1.9697999999999998,0
138,CA-2016-145583,OFF-BI-10004781,LC-16885,95661,76.176,3,26.661599999999996,0.2
139,CA-2016-145583,OFF-SU-10001218,LC-16885,95661,65.88,6,18.446400000000004,0
140,CA-2016-145583,FUR-FU-10001706,LC-16885,95661,43.120000000000005,14,20.697599999999998,0
141,CA-2016-110366,FUR-FU-10004848,JD-15895,19140,82.80000000000001,2,10.349999999999994,0.2
142,CA-2017-106180,OFF-AR-10000940,SH-19975,94122,8.82,3,2.3814,0
143,CA-2017-106180,OFF-EN-10004030,SH-19975,94122,10.86,3,5.1042000000000005,0
144,CA-2017-106180,OFF-PA-10004327,SH-19975,94122,143.7,3,68.976,0
145,CA-2017-155376,OFF-AP-10001058,SG-20080,64055,839.4300000000001,3,218.25179999999997,0
146,CA-2015-110744,OFF-ST-10003656,HA-14920,91104,671.93,7,20.157899999999998,0
147,CA-2014-110072,FUR-FU-10000521,MG-17680,43055,93.888,4,12.90959999999999,0.2
148,CA-2016-114489,TEC-PH-10000215,JE-16165,53132,384.45000000000005,11,103.80150000000003,0
149,CA-2016-114489,TEC-PH-10001448,JE-16165,53132,149.97,3,5.9987999999999815,0
150,CA-2016-114489,FUR-CH-10000454,JE-16165,53132,1951.84,8,585.5519999999999,0
151,CA-2016-114489,OFF-BI-10002735,JE-16165,53132,171.55,5,80.6285,0
152,CA-2016-158834,OFF-AP-10000326,TW-21025,85254,157.92,5,17.76599999999999,0.2
153,CA-2016-158834,TEC-PH-10001254,TW-21025,85254,203.184,2,15.23879999999999,0.2
154,CA-2015-124919,OFF-PA-10001950,SP-20650,95123,58.379999999999995,7,26.270999999999994,0
155,CA-2015-124919,OFF-PA-10002254,SP-20650,95123,105.52,4,48.539199999999994,0
156,CA-2015-124919,OFF-ST-10001590,SP-20650,95123,80.88,6,21.028799999999997,0
157,CA-2015-118948,OFF-AR-10001547,NK-18490,98105,6.63,3,1.7901,0
158,CA-2014-104269,FUR-CH-10004063,DB-13060,98115,457.56800000000004,2,51.47639999999994,0.2
159,CA-2016-114104,OFF-LA-10002475,NP-18670,73034,14.62,2,6.8713999999999995,0
160,CA-2016-114104,TEC-PH-10004536,NP-18670,73034,944.9300000000001,7,236.23250000000002,0
161,CA-2016-162733,OFF-PA-10002751,TT-21070,90045,5.98,1,2.691,0
162,CA-2015-119697,TEC-AC-10003657,EM-13960,19134,54.38400000000001,2,1.359599999999995,0.2
163,CA-2016-154508,OFF-EN-10001990,RD-19900,88220,28.4,5,13.347999999999997,0
164,CA-2016-113817,OFF-BI-10004002,MJ-17740,98115,27.680000000000003,2,9.687999999999999,0.2
165,CA-2014-139892,OFF-AR-10004441,BM-11140,78207,9.936,3,2.7324,0.2
166,CA-2014-139892,TEC-MA-10000822,BM-11140,78207,8159.951999999999,8,-1359.992000000002,0.4
167,CA-2014-139892,OFF-ST-10000991,BM-11140,78207,275.928,3,-58.634699999999995,0.2
168,CA-2014-139892,FUR-CH-10004287,BM-11140,78207,1740.0599999999997,9,-24.858000000000175,0.3
169,CA-2014-139892,OFF-AR-10002656,BM-11140,78207,32.064,6,6.813599999999997,0.2
170,CA-2014-139892,OFF-AP-10002518,BM-11140,78207,177.97999999999996,5,-453.84900000000005,0.8
171,CA-2014-139892,TEC-PH-10003931,BM-11140,78207,143.976,3,8.998500000000007,0.2
172,CA-2014-118962,OFF-PA-10000659,CS-12130,90004,20.94,3,9.841800000000001,0
173,CA-2014-118962,OFF-PA-10001144,CS-12130,90004,110.96,2,53.260799999999996,0
174,CA-2014-118962,FUR-CH-10003817,CS-12130,90004,340.14400000000006,7,21.259,0.2
175,US-2014-100853,OFF-AP-10000891,JB-15400,60623,52.44799999999999,2,-131.12000000000003,0.8
176,US-2014-100853,OFF-LA-10003148,JB-15400,60623,20.16,4,6.551999999999999,0.2
177,US-2017-152366,OFF-AP-10002684,SJ-20500,77036,97.26399999999998,4,-243.16000000000008,0.8
178,US-2015-101511,FUR-CH-10004698,JE-15745,43055,396.802,7,-11.337199999999939,0.3
179,US-2015-101511,OFF-SU-10002189,JE-15745,43055,15.88,5,-3.771500000000001,0.2
180,CA-2015-137225,OFF-AR-10001940,JK-15640,10009,3.28,1,1.4104,0
181,CA-2014-166191,OFF-ST-10003455,DK-13150,62521,24.816000000000003,2,1.8612000000000002,0.2
182,CA-2014-166191,TEC-AC-10004659,DK-13150,62521,408.74399999999997,7,76.63949999999998,0.2
183,CA-2014-158274,TEC-PH-10003273,RM-19675,71203,503.96,4,131.02960000000002,0
184,CA-2014-158274,TEC-PH-10004896,RM-19675,71203,149.95,5,41.986000000000004,0
185,CA-2014-158274,TEC-AC-10002345,RM-19675,71203,29,2,7.25,0
186,CA-2016-105018,OFF-BI-10001890,SK-19990,6824,7.16,2,3.4368,0
187,CA-2014-123260,TEC-AC-10002323,FM-14290,90032,176.8,8,22.98400000000001,0
188,CA-2016-157000,OFF-ST-10001328,AM-10360,75051,37.224000000000004,3,3.7224000000000004,0.2
189,CA-2016-157000,OFF-PA-10001950,AM-10360,75051,20.016000000000002,3,6.254999999999996,0.2
190,CA-2015-102281,FUR-BO-10002613,MP-17470,10035,899.1360000000001,4,112.39199999999991,0.2
191,CA-2015-102281,TEC-PH-10001552,MP-17470,10035,71.76,6,20.092800000000004,0
192,CA-2015-102281,OFF-PA-10000061,MP-17470,10035,51.84,8,24.883200000000002,0
193,CA-2015-102281,FUR-BO-10002545,MP-17470,10035,626.3520000000001,3,46.97640000000001,0.2
194,CA-2015-102281,OFF-AR-10003514,MP-17470,10035,19.9,5,6.566999999999998,0
195,CA-2015-131457,OFF-EN-10001509,MZ-17515,92374,14.280000000000001,7,6.711599999999999,0
196,CA-2014-140004,OFF-AR-10004685,CB-12025,45011,7.408,2,1.2037999999999995,0.2
197,CA-2014-140004,OFF-AR-10004027,CB-12025,45011,6.048,3,1.5876000000000006,0.2
198,CA-2017-107720,OFF-ST-10001414,VM-21685,7090,46.26,3,12.0276,0
199,US-2017-124303,OFF-BI-10000343,FH-14365,19120,2.9460000000000006,2,-2.2585999999999995,0.7
200,US-2017-124303,OFF-PA-10002749,FH-14365,19120,16.056,3,5.8203000000000005,0.2
201,CA-2017-105074,OFF-PA-10002666,MB-17305,44312,21.744000000000003,3,6.794999999999999,0.2
202,CA-2014-133690,FUR-TA-10004289,BS-11755,80219,218.75,2,-161.875,0.5
203,CA-2014-133690,OFF-AP-10003622,BS-11755,80219,2.6,1,0.29249999999999987,0.2
204,US-2017-116701,OFF-AP-10003217,LC-17140,75220,66.28399999999999,2,-178.9668,0.8
205,CA-2017-126382,FUR-FU-10002960,HK-14890,37064,35.168000000000006,7,9.671200000000002,0.2
206,CA-2017-108329,TEC-PH-10001918,LE-16810,90604,444.76800000000003,4,44.476800000000026,0.2
207,CA-2017-135860,OFF-ST-10000642,JH-15985,48601,83.92,4,5.874399999999994,0
208,CA-2017-135860,TEC-PH-10001700,JH-15985,48601,131.98,2,35.634600000000006,0
209,CA-2017-135860,OFF-BI-10003274,JH-15985,48601,15.92,4,7.4824,0
210,CA-2017-135860,OFF-FA-10000134,JH-15985,48601,52.29,9,16.209899999999998,0
211,CA-2017-135860,OFF-ST-10001522,JH-15985,48601,91.99,1,3.6795999999999935,0
212,CA-2015-101007,TEC-AC-10001266,MS-17980,75220,20.8,2,6.499999999999999,0.2
213,CA-2015-146262,OFF-LA-10004544,VW-21775,44256,23.680000000000003,2,8.879999999999999,0.2
214,CA-2015-146262,FUR-BO-10004695,VW-21775,44256,452.45,5,-244.32300000000006,0.5
215,CA-2015-146262,TEC-PH-10002844,VW-21775,44256,62.982,3,-14.695800000000006,0.4
216,CA-2015-146262,TEC-MA-10000864,VW-21775,44256,1188.0000000000002,9,-950.4000000000001,0.7
217,CA-2015-146262,TEC-AC-10000109,VW-21775,44256,89.584,2,4.479200000000006,0.2
218,CA-2016-130162,OFF-ST-10001328,JH-15910,90032,93.06,6,26.056800000000003,0
219,CA-2016-130162,TEC-PH-10002563,JH-15910,90032,302.376,3,22.678200000000018,0.2
220,CA-2015-169397,OFF-FA-10000585,JB-15925,43017,5.5840000000000005,2,1.8147999999999997,0.2
221,CA-2015-169397,OFF-PA-10004000,JB-15925,43017,22.704000000000004,6,8.2302,0.2
222,CA-2015-169397,OFF-BI-10002852,JB-15925,43017,19.776000000000003,4,-13.843199999999996,0.7
223,CA-2015-169397,FUR-FU-10000087,JB-15925,43017,72.704,4,19.084800000000005,0.2
224,CA-2015-169397,TEC-MA-10001148,JB-15925,43017,479.98800000000006,4,-383.9904,0.7
225,CA-2015-169397,OFF-AR-10001958,JB-15925,43017,27.168000000000003,2,2.7168,0.2
226,CA-2015-163055,OFF-AR-10001026,DS-13180,48227,2.2,1,0.9680000000000002,0
227,CA-2015-163055,FUR-TA-10003748,DS-13180,48227,622.4499999999999,5,136.939,0
228,CA-2015-163055,OFF-ST-10002485,DS-13180,48227,21.98,1,0.21979999999999933,0
229,US-2015-145436,FUR-CH-10004860,VD-21670,38401,161.568,2,-28.27440000000002,0.2
230,US-2015-145436,FUR-CH-10004477,VD-21670,38401,389.696,8,43.84079999999997,0.2
231,US-2014-156216,OFF-BI-10001679,EA-14035,28205,18.648000000000003,7,-12.431999999999999,0.7
232,US-2017-100930,FUR-TA-10001705,CS-12400,33614,233.86,2,-102.04800000000003,0.45
233,US-2017-100930,FUR-TA-10003473,CS-12400,33614,620.6145000000001,3,-248.24579999999992,0.45
234,US-2017-100930,OFF-BI-10001679,CS-12400,33614,5.328000000000001,2,-3.5519999999999996,0.7
235,US-2017-100930,FUR-FU-10004017,CS-12400,33614,258.072,3,0,0.2
236,US-2017-100930,TEC-AC-10003832,CS-12400,33614,617.9760000000001,3,-7.724700000000098,0.2
237,CA-2017-160514,OFF-PA-10002479,DB-13120,95051,10.56,2,4.752,0
238,CA-2016-157749,OFF-PA-10003349,KL-16645,60610,25.920000000000005,5,9.396,0.2
239,CA-2016-157749,FUR-FU-10000576,KL-16645,60610,419.68000000000006,5,-356.72799999999995,0.6
240,CA-2016-157749,FUR-FU-10004351,KL-16645,60610,11.688,3,-4.6751999999999985,0.6
241,CA-2016-157749,TEC-PH-10000011,KL-16645,60610,31.983999999999998,2,11.194399999999998,0.2
242,CA-2016-157749,FUR-TA-10002607,KL-16645,60610,177.225,5,-120.51299999999998,0.5
243,CA-2016-157749,FUR-FU-10002505,KL-16645,60610,4.0440000000000005,3,-2.8307999999999995,0.6
244,CA-2016-157749,OFF-AR-10004685,KL-16645,60610,7.408,2,1.2037999999999995,0.2
245,CA-2014-131926,FUR-CH-10004063,DW-13480,55044,2001.8600000000001,7,580.5393999999999,0
246,CA-2014-131926,OFF-ST-10002276,DW-13480,55044,166.72,2,41.68000000000001,0
247,CA-2014-131926,OFF-PA-10004082,DW-13480,55044,47.88,6,23.94,0
248,CA-2014-131926,OFF-AP-10002945,DW-13480,55044,1503.25,5,496.07249999999993,0
249,CA-2014-131926,OFF-PA-10000061,DW-13480,55044,25.92,4,12.441600000000001,0
250,CA-2016-154739,FUR-CH-10002965,LH-17155,94109,321.568,2,28.137200000000007,0.2
251,CA-2016-145625,OFF-PA-10004569,KC-16540,92037,7.61,1,3.5766999999999998,0
252,CA-2016-145625,TEC-AC-10003832,KC-16540,92037,3347.37,13,636.0002999999997,0
253,CA-2016-146941,OFF-ST-10001228,DL-13315,10024,80.58,6,22.562400000000004,0
254,CA-2016-146941,OFF-EN-10003296,DL-13315,10024,361.92,4,162.864,0
255,US-2015-159982,FUR-FU-10002505,DR-12880,60623,12.132000000000001,9,-8.492399999999998,0.6
256,US-2015-159982,OFF-ST-10004804,DR-12880,60623,82.368,2,-19.562399999999997,0.2
257,US-2015-159982,OFF-ST-10001590,DR-12880,60623,53.92,5,4.043999999999997,0.2
258,US-2015-159982,TEC-PH-10001580,DR-12880,60623,647.904,6,56.691599999999966,0.2
259,CA-2017-163139,TEC-AC-10000290,CC-12670,10009,20.37,3,6.925800000000001,0
260,CA-2017-163139,OFF-ST-10002790,CC-12670,10009,221.54999999999998,3,6.646500000000017,0
261,CA-2017-163139,OFF-BI-10003460,CC-12670,10009,17.52,5,6.131999999999999,0.2
262,US-2017-155299,OFF-AP-10002203,Dl-13600,77506,1.6239999999999994,2,-4.466,0.8
263,US-2014-106992,TEC-MA-10000822,SB-20290,77036,3059.982,3,-509.99700000000075,0.4
264,US-2014-106992,TEC-MA-10003353,SB-20290,77036,2519.9579999999996,7,-251.99579999999992,0.4
265,CA-2016-125318,TEC-PH-10001433,RC-19825,60610,328.224,4,28.7196,0.2
266,CA-2015-155040,TEC-AC-10004469,AH-10210,94513,79.9,2,35.156000000000006,0
267,CA-2017-136826,OFF-AR-10003602,CB-12535,27514,14.015999999999998,3,4.7303999999999995,0.2
268,CA-2016-111010,OFF-FA-10003472,PG-18895,7960,7.5600000000000005,6,0.3024,0
269,US-2017-145366,OFF-ST-10004180,CA-12310,45231,37.208,1,-7.441600000000001,0.2
270,US-2017-145366,OFF-EN-10004386,CA-12310,45231,57.576,3,21.591,0.2
271,CA-2017-163979,OFF-ST-10003208,KH-16690,94110,725.84,4,210.4935999999999,0
272,CA-2015-155334,TEC-AC-10003628,HA-14920,94109,209.92999999999998,7,92.36920000000002,0
273,CA-2015-155334,FUR-FU-10003274,HA-14920,94109,5.28,3,2.3232000000000004,0
274,CA-2015-155334,OFF-BI-10002557,HA-14920,94109,10.92,3,4.094999999999999,0.2
275,CA-2017-118136,OFF-PA-10002615,BB-10990,90301,8.82,2,4.0572,0
276,CA-2017-118136,OFF-AR-10001427,BB-10990,90301,5.98,1,1.5548000000000002,0
277,CA-2017-132976,OFF-PA-10000673,AG-10495,19140,11.648000000000001,2,4.0768,0.2
278,CA-2017-132976,OFF-PA-10004470,AG-10495,19140,18.176,4,5.907199999999999,0.2
279,CA-2017-132976,OFF-ST-10000876,AG-10495,19140,59.712,6,5.9712,0.2
280,CA-2017-132976,OFF-LA-10002043,AG-10495,19140,24.839999999999996,3,8.694,0.2
281,US-2015-161991,OFF-BI-10004967,SC-20725,77070,2.0799999999999996,5,-3.4320000000000004,0.8
282,US-2015-161991,TEC-PH-10001760,SC-20725,77070,1114.4,7,376.11,0.2
283,CA-2015-130890,FUR-TA-10002903,JO-15280,90004,1038.84,5,51.94200000000001,0.2
