Date,BookId,P&L,VaRLower
07/01/2018,17,-37.48180904,
07/01/2018,18,-63.09499751,
07/01/2018,19,-78.17539842,
07/01/2018,20,-36.83324127,
07/01/2018,21,-46.73263428,
07/01/2018,22,35.4728672,
07/01/2018,23,6.643260488,
07/01/2018,24,-101.1688119,
07/01/2018,25,129.1992614,
07/01/2018,26,-6.673690808,
07/01/2018,27,-73.31737288,
08/01/2018,1,5.311107162,
08/01/2018,2,11.17021519,
08/01/2018,3,-12.95380487,
08/01/2018,4,26.6779754,
08/01/2018,5,10.67333402,
08/01/2018,6,-8.291097011,
08/01/2018,7,31.84159465,
08/01/2018,8,10.73113671,
08/01/2018,9,-14.93495883,
08/01/2018,10,25.56097351,
08/01/2018,11,-0.620290413,
08/01/2018,12,5.067484961,
08/01/2018,13,-25.44082915,
08/01/2018,14,-20.55465244,
08/01/2018,15,-5.695342237,
08/01/2018,16,25.29672061,
08/01/2018,17,30.60487192,
08/01/2018,18,-4.147078597,
08/01/2018,19,76.8292772,
08/01/2018,20,53.85451014,
08/01/2018,21,26.96387821,
08/01/2018,22,-8.705739138,
08/01/2018,23,-123.4803662,
08/01/2018,24,-24.57548323,
08/01/2018,25,55.87523067,
08/01/2018,26,-6.721477087,
08/01/2018,27,65.41608029,
09/01/2018,1,13.28026414,
09/01/2018,2,7.65715625,
09/01/2018,3,7.388506844,
09/01/2018,4,-4.845477014,
09/01/2018,5,3.261691986,
09/01/2018,6,-27.86314347,
09/01/2018,7,2.839713447,
09/01/2018,8,-33.816579,
09/01/2018,9,25.74472344,
09/01/2018,10,20.13456077,
09/01/2018,11,-21.86209528,
09/01/2018,12,3.372128926,
09/01/2018,13,23.234524,
09/01/2018,14,10.34594,
09/01/2018,15,56.45323531,
09/01/2018,16,23.42467496,
09/01/2018,17,-10.47307843,
09/01/2018,18,71.36511298,
09/01/2018,19,70.51625105,
09/01/2018,20,46.72052538,
09/01/2018,21,60.90618033,
09/01/2018,22,59.01801585,
09/01/2018,23,9.13892943,
09/01/2018,24,208.8339683,
09/01/2018,25,-16.77446703,
09/01/2018,26,-82.43692528,
09/01/2018,27,-26.59749649,
10/01/2018,1,-4.854561397,
10/01/2018,2,8.766405738,
10/01/2018,3,2.486554425,
10/01/2018,4,29.6542726,
10/01/2018,5,2.982730053,
10/01/2018,6,3.144044441,
10/01/2018,7,-17.76854503,
10/01/2018,8,-11.96906403,
10/01/2018,9,-1.678650944,
10/01/2018,10,-14.66942779,
10/01/2018,11,9.328226591,
10/01/2018,12,85.43722019,
10/01/2018,13,9.513259427,
10/01/2018,14,-6.347149906,
10/01/2018,15,5.343647748,
10/01/2018,16,-30.83065236,
10/01/2018,17,-3.816316687,
10/01/2018,18,55.25450135,
10/01/2018,19,-36.32832991,
10/01/2018,20,33.87320909,
10/01/2018,21,23.82033451,
10/01/2018,22,6.943262025,
10/01/2018,23,3.2456007,
10/01/2018,24,-39.18517439,
10/01/2018,25,66.9647531,
10/01/2018,26,-54.72578907,
10/01/2018,27,-140.4948281,
11/01/2018,1,12.85030741,
11/01/2018,2,-4.597314045,
11/01/2018,3,6.870814238,
11/01/2018,4,9.287669685,
11/01/2018,5,12.84831313,
11/01/2018,6,4.598295361,
11/01/2018,7,1.600158239,
11/01/2018,8,-1.302189257,
11/01/2018,9,2.997250591,
11/01/2018,10,-9.053643612,
11/01/2018,11,-20.44708631,
11/01/2018,12,8.177063605,
11/01/2018,13,24.4686986,
11/01/2018,14,41.34732385,
11/01/2018,15,16.65527177,
11/01/2018,16,60.45313155,
11/01/2018,17,-22.29370647,
11/01/2018,18,6.2478067,
11/01/2018,19,8.413100499,
11/01/2018,20,26.68966317,
11/01/2018,21,23.23391756,
11/01/2018,22,26.72301199,
11/01/2018,23,0.216075085,
11/01/2018,24,181.3168393,
11/01/2018,25,150.6828986,
11/01/2018,26,-50.66855985,
11/01/2018,27,-134.5950232,
12/01/2018,1,-12.74725354,
12/01/2018,2,23.30477026,
12/01/2018,3,14.57891221,
12/01/2018,4,3.768267082,
12/01/2018,5,4.041422223,
12/01/2018,6,7.096057124,
12/01/2018,7,7.405527236,
12/01/2018,8,14.18420963,
12/01/2018,9,12.61018775,
12/01/2018,10,6.614013095,
12/01/2018,11,-10.65991659,
12/01/2018,12,34.41905298,
12/01/2018,13,5.521823538,
12/01/2018,14,-11.27883941,
12/01/2018,15,34.32331586,
12/01/2018,16,28.20512781,
12/01/2018,17,-37.30566548,
12/01/2018,18,-60.78449441,
12/01/2018,19,-39.92278546,
12/01/2018,20,32.02030786,
12/01/2018,21,-18.41913757,
12/01/2018,22,-17.71424266,
12/01/2018,23,-16.81036261,
12/01/2018,24,128.4685875,
12/01/2018,25,-306.2435971,
12/01/2018,26,-3.533013887,
12/01/2018,27,-8.04015659,
13/01/2018,1,16.94414231,
13/01/2018,2,7.055911256,
13/01/2018,3,-6.605087442,
13/01/2018,4,5.153771674,
13/01/2018,5,20.15623538,
13/01/2018,6,18.11641285,
13/01/2018,7,29.45505751,
13/01/2018,8,0.599345256,
13/01/2018,9,-2.161711636,
13/01/2018,10,28.84421678,
13/01/2018,11,7.259835931,
13/01/2018,12,-12.49975326,
13/01/2018,13,-8.867303827,
13/01/2018,14,63.12386058,
13/01/2018,15,-55.74257118,
13/01/2018,16,95.55776316,
13/01/2018,17,-19.61487677,
13/01/2018,18,91.91178245,
13/01/2018,19,24.88329426,
13/01/2018,20,28.92273783,
13/01/2018,21,85.83718994,
13/01/2018,22,-30.84497498,
13/01/2018,23,-5.621085541,
13/01/2018,24,12.80794807,
13/01/2018,25,25.55739178,
13/01/2018,26,-42.58997092,
13/01/2018,27,109.3678227,
14/01/2018,1,8.93602787,
14/01/2018,2,-0.224927616,
14/01/2018,3,-6.993511311,
14/01/2018,4,-3.296710559,
14/01/2018,5,8.707785894,
14/01/2018,6,-19.1699818,
14/01/2018,7,5.0951498,
14/01/2018,8,22.54339182,
14/01/2018,9,17.80028893,
14/01/2018,10,-7.043923384,
14/01/2018,11,-3.488439879,
14/01/2018,12,7.759838577,
14/01/2018,13,-2.184211788,
14/01/2018,14,-33.49472641,
14/01/2018,15,6.790727577,
14/01/2018,16,15.23757571,
14/01/2018,17,47.02313127,
14/01/2018,18,-53.06511719,
14/01/2018,19,10.92546992,
14/01/2018,20,-77.9938751,
14/01/2018,21,47.64690618,
14/01/2018,22,10.60124277,
14/01/2018,23,-31.28523583,
14/01/2018,24,69.27428604,
14/01/2018,25,104.9809465,
14/01/2018,26,179.0471511,
14/01/2018,27,-80.62510841,
15/01/2018,1,2.412033725,
15/01/2018,2,-4.985033673,
15/01/2018,3,-3.013634434,
15/01/2018,4,8.505501633,
15/01/2018,5,-3.644081958,
15/01/2018,6,28.63971455,
15/01/2018,7,7.986675761,
15/01/2018,8,40.89052008,
15/01/2018,9,8.175885307,
15/01/2018,10,27.09242214,
15/01/2018,11,22.4927531,
15/01/2018,12,-12.91445235,
15/01/2018,13,-35.50450573,
15/01/2018,14,-24.45146271,
15/01/2018,15,-16.97938369,
15/01/2018,16,-18.46708488,
15/01/2018,17,31.86837236,
15/01/2018,18,18.84022266,
15/01/2018,19,-0.528463418,
15/01/2018,20,3.241738744,
15/01/2018,21,56.71999789,
15/01/2018,22,-40.74048559,
15/01/2018,23,-32.79802101,
15/01/2018,24,44.13377448,
15/01/2018,25,-62.83488125,
15/01/2018,26,-23.42369181,
15/01/2018,27,71.49928104,
16/01/2018,1,33.52052733,
16/01/2018,2,-4.692302021,
16/01/2018,3,-7.484766651,
16/01/2018,4,-2.830311863,
16/01/2018,5,17.7038264,
16/01/2018,6,21.94545368,
16/01/2018,7,8.129581919,
16/01/2018,8,21.15752378,
16/01/2018,9,2.193914061,
16/01/2018,10,-10.07144615,
16/01/2018,11,38.60264705,
16/01/2018,12,-40.79164211,
16/01/2018,13,12.74571618,
16/01/2018,14,-23.89878074,
16/01/2018,15,19.92042494,
16/01/2018,16,-13.34315685,
16/01/2018,17,21.56876834,
16/01/2018,18,27.94148551,
16/01/2018,19,25.27065755,
16/01/2018,20,-4.097784594,
16/01/2018,21,-74.19350568,
16/01/2018,22,42.16375801,
16/01/2018,23,-11.03204066,
16/01/2018,24,-4.894198125,
16/01/2018,25,2.493670207,
16/01/2018,26,-153.3142907,
16/01/2018,27,-167.4721944,
17/01/2018,1,-2.310813437,
17/01/2018,2,14.42734494,
17/01/2018,3,1.143858999,
17/01/2018,4,7.894827066,
17/01/2018,5,7.394063241,
17/01/2018,6,4.989461293,
17/01/2018,7,-30.25991358,
17/01/2018,8,13.71038461,
17/01/2018,9,-12.99011566,
17/01/2018,10,-6.584453314,
17/01/2018,11,0.805121019,
17/01/2018,12,44.80856327,
17/01/2018,13,-6.124539595,
17/01/2018,14,26.3107267,
17/01/2018,15,0.467571924,
17/01/2018,16,16.84764846,
17/01/2018,17,14.80042355,
17/01/2018,18,33.13273661,
17/01/2018,19,78.06652837,
17/01/2018,20,17.83879608,
17/01/2018,21,-41.91252395,
17/01/2018,22,51.2510879,
17/01/2018,23,60.86919085,
17/01/2018,24,25.78441255,
17/01/2018,25,64.62723926,
17/01/2018,26,-13.06926338,
17/01/2018,27,51.06380445,
18/01/2018,1,16.01872657,
18/01/2018,2,-2.682491792,
18/01/2018,3,25.9078109,
18/01/2018,4,-17.16424038,
18/01/2018,5,14.45813093,
18/01/2018,6,-14.05049719,
18/01/2018,7,-3.987468437,
18/01/2018,8,23.10112153,
18/01/2018,9,-8.400731126,
18/01/2018,10,8.061595393,
18/01/2018,11,1.458086868,
18/01/2018,12,11.50338802,
18/01/2018,13,-28.23872453,
18/01/2018,14,-36.48460671,
18/01/2018,15,-14.24001222,
18/01/2018,16,4.203699601,
18/01/2018,17,2.714090213,
18/01/2018,18,14.57758792,
18/01/2018,19,69.36788156,
18/01/2018,20,29.9241144,
18/01/2018,21,29.04344158,
18/01/2018,22,-82.78834855,
18/01/2018,23,39.46751764,
18/01/2018,24,-24.82173334,
18/01/2018,25,152.9053275,
18/01/2018,26,-137.746343,
18/01/2018,27,-211.9483486,
19/01/2018,1,2.698077393,
19/01/2018,2,-15.50825664,
19/01/2018,3,1.552995219,
19/01/2018,4,-7.363036676,
19/01/2018,5,3.889038699,
19/01/2018,6,42.93065818,
19/01/2018,7,5.418243853,
19/01/2018,8,9.76620463,
19/01/2018,9,12.6232199,
19/01/2018,10,36.02300073,
19/01/2018,11,-6.473810017,
19/01/2018,12,-76.66640502,
19/01/2018,13,-40.24942677,
19/01/2018,14,-1.463115318,
19/01/2018,15,-54.72212379,
19/01/2018,16,-35.95383548,
19/01/2018,17,16.57873825,
19/01/2018,18,-46.79946941,
19/01/2018,19,69.80024152,
19/01/2018,20,-66.69329263,
19/01/2018,21,69.59967564,
19/01/2018,22,36.30273587,
19/01/2018,23,23.43316787,
19/01/2018,24,85.43498778,
19/01/2018,25,-69.35324041,
19/01/2018,26,-138.6898938,
19/01/2018,27,-49.07292652,
20/01/2018,1,-12.44768084,
20/01/2018,2,4.552394326,
20/01/2018,3,-3.748177905,
20/01/2018,4,1.768904338,
20/01/2018,5,7.06646939,
20/01/2018,6,-36.54723374,
20/01/2018,7,41.25132855,
20/01/2018,8,7.284429857,
20/01/2018,9,3.560944395,
20/01/2018,10,-28.63049456,
20/01/2018,11,27.22076747,
20/01/2018,12,-5.887335875,
20/01/2018,13,5.185387613,
20/01/2018,14,14.01042474,
20/01/2018,15,-27.41554634,
20/01/2018,16,-8.056539909,
20/01/2018,17,-4.424855454,
20/01/2018,18,33.8912583,
20/01/2018,19,0.006726508,
20/01/2018,20,-38.78262401,
20/01/2018,21,-14.61375189,
20/01/2018,22,-92.16642156,
20/01/2018,23,-58.07740851,
20/01/2018,24,22.07630917,
20/01/2018,25,41.16481723,
20/01/2018,26,68.88967432,
20/01/2018,27,143.6038978,
21/01/2018,1,5.875564945,
21/01/2018,2,6.252461948,
21/01/2018,3,-2.648813923,
21/01/2018,4,4.047792002,
21/01/2018,5,4.188312795,
21/01/2018,6,7.683818497,
21/01/2018,7,-9.139587935,
21/01/2018,8,13.16907426,
21/01/2018,9,11.38687971,
21/01/2018,10,-27.23791312,
21/01/2018,11,21.48018911,
21/01/2018,12,6.426932687,
21/01/2018,13,-7.665281918,
21/01/2018,14,-50.0583502,
21/01/2018,15,2.135652046,
21/01/2018,16,12.75670032,
21/01/2018,17,-10.35319514,
21/01/2018,18,-13.06035547,
21/01/2018,19,36.04680504,
21/01/2018,20,-0.748034398,
21/01/2018,21,28.25992016,
21/01/2018,22,39.22615224,
21/01/2018,23,-15.19081213,
21/01/2018,24,-12.36327652,
21/01/2018,25,146.0374474,
21/01/2018,26,-41.51820357,
21/01/2018,27,85.50190325,
22/01/2018,1,16.5316344,
22/01/2018,2,1.10480612,
22/01/2018,3,-7.066383094,
22/01/2018,4,-7.652980297,
22/01/2018,5,11.14350732,
22/01/2018,6,3.357520697,
22/01/2018,7,-37.97909592,
22/01/2018,8,-8.5010328,
22/01/2018,9,22.9139867,
22/01/2018,10,29.43314815,
22/01/2018,11,3.00768617,
22/01/2018,12,-14.35281936,
22/01/2018,13,0.186511526,
22/01/2018,14,-46.85016551,
22/01/2018,15,-10.64033129,
22/01/2018,16,-18.47740265,
22/01/2018,17,44.34517487,
22/01/2018,18,14.90450951,
22/01/2018,19,-3.180147053,
22/01/2018,20,-57.29752737,
22/01/2018,21,-11.65258441,
22/01/2018,22,-17.10895971,
22/01/2018,23,53.42256576,
22/01/2018,24,58.65766607,
22/01/2018,25,-138.789066,
22/01/2018,26,137.9686277,
22/01/2018,27,108.7217312,
23/01/2018,1,-15.83446543,
23/01/2018,2,4.368593221,
23/01/2018,3,-4.892375335,
23/01/2018,4,5.267693706,
23/01/2018,5,5.048712823,
23/01/2018,6,-0.424771835,
23/01/2018,7,7.33786573,
23/01/2018,8,56.2921146,
23/01/2018,9,14.98128443,
23/01/2018,10,-12.0531445,
23/01/2018,11,-15.80658946,
23/01/2018,12,39.87707775,
23/01/2018,13,-14.9057753,
23/01/2018,14,-39.4732126,
23/01/2018,15,-11.68619555,
23/01/2018,16,-26.40555297,
23/01/2018,17,33.33777647,
23/01/2018,18,-40.48694671,
23/01/2018,19,-22.22552546,
23/01/2018,20,2.993099694,
23/01/2018,21,-50.54531125,
23/01/2018,22,-11.42729146,
23/01/2018,23,11.25245277,
23/01/2018,24,-2.105904971,
23/01/2018,25,-50.80201523,
23/01/2018,26,124.5387551,
23/01/2018,27,-95.27180399,
24/01/2018,1,6.773166337,
24/01/2018,2,11.20512726,
24/01/2018,3,9.030545606,
24/01/2018,4,3.514903741,
24/01/2018,5,-8.519081116,
24/01/2018,6,-10.49280628,
24/01/2018,7,-28.67561993,
24/01/2018,8,-12.3775687,
24/01/2018,9,2.227833864,
24/01/2018,10,-7.936274665,
24/01/2018,11,32.25380111,
24/01/2018,12,24.19428947,
24/01/2018,13,-24.14949911,
24/01/2018,14,43.76389539,
24/01/2018,15,-10.48666504,
24/01/2018,16,-39.93696695,
24/01/2018,17,-30.04187851,
24/01/2018,18,27.82025502,
24/01/2018,19,15.31830162,
24/01/2018,20,9.430398855,
24/01/2018,21,54.9026737,
24/01/2018,22,62.8591073,
24/01/2018,23,23.26212549,
24/01/2018,24,-41.58963875,
24/01/2018,25,-103.1650915,
24/01/2018,26,-177.4193219,
24/01/2018,27,-50.18182463,
25/01/2018,1,11.54551407,
25/01/2018,2,10.82493111,
25/01/2018,3,-10.029932,
25/01/2018,4,0.50976957,
25/01/2018,5,-14.72289349,
25/01/2018,6,16.5731718,
25/01/2018,7,20.09936974,
25/01/2018,8,20.67135758,
25/01/2018,9,7.604901086,
25/01/2018,10,10.0482597,
25/01/2018,11,2.209971484,
25/01/2018,12,34.03683671,
25/01/2018,13,11.52667943,
25/01/2018,14,-10.06297754,
25/01/2018,15,46.43014709,
25/01/2018,16,7.563815349,
25/01/2018,17,9.095809705,
25/01/2018,18,26.82908561,
25/01/2018,19,35.61009437,
25/01/2018,20,29.48747644,
25/01/2018,21,-56.06658861,
25/01/2018,22,-1.185238918,
25/01/2018,23,-38.90528421,
25/01/2018,24,-216.8141168,
25/01/2018,25,31.23651647,
25/01/2018,26,56.30842103,
25/01/2018,27,62.3212628,
26/01/2018,1,6.566698438,
26/01/2018,2,12.14608784,
26/01/2018,3,13.95253162,
26/01/2018,4,6.581224329,
26/01/2018,5,13.62014569,
26/01/2018,6,21.13510274,
26/01/2018,7,-3.440054567,
26/01/2018,8,17.30488574,
26/01/2018,9,9.558162205,
26/01/2018,10,13.29186443,
26/01/2018,11,-1.618612095,
26/01/2018,12,4.468421589,
26/01/2018,13,13.62445809,
26/01/2018,14,-41.21356248,
26/01/2018,15,-30.9983715,
26/01/2018,16,5.120627819,
26/01/2018,17,-30.74736201,
26/01/2018,18,-19.34691745,
26/01/2018,19,-49.91552304,
26/01/2018,20,63.59314073,
26/01/2018,21,19.67466229,
26/01/2018,22,26.35509705,
26/01/2018,23,-26.11854553,
26/01/2018,24,-59.5727676,
26/01/2018,25,82.97143162,
26/01/2018,26,-32.88632149,
26/01/2018,27,-23.91036893,
27/01/2018,1,-5.313829004,
27/01/2018,2,6.585208321,
27/01/2018,3,2.171649108,
27/01/2018,4,0.973884167,
27/01/2018,5,26.57875814,
27/01/2018,6,21.30760783,
27/01/2018,7,37.38523915,
27/01/2018,8,40.18075168,
27/01/2018,9,3.785013941,
27/01/2018,10,28.33548158,
27/01/2018,11,4.169596635,
27/01/2018,12,-35.92682104,
27/01/2018,13,36.26064254,
27/01/2018,14,-20.21363265,
27/01/2018,15,23.94220393,
27/01/2018,16,19.93536517,
27/01/2018,17,-20.40126976,
27/01/2018,18,38.85214649,
27/01/2018,19,-32.93995261,
27/01/2018,20,-10.78071904,
27/01/2018,21,-68.30295348,
27/01/2018,22,-28.17674037,
27/01/2018,23,20.47450246,
27/01/2018,24,-20.31809359,
27/01/2018,25,10.7370751,
27/01/2018,26,-130.6296186,
27/01/2018,27,251.0937376,
28/01/2018,1,15.10404689,
28/01/2018,2,5.629451313,
28/01/2018,3,2.92363071,
28/01/2018,4,4.389547254,
28/01/2018,5,1.370903329,
28/01/2018,6,3.806657878,
28/01/2018,7,38.35173333,
28/01/2018,8,15.36961245,
28/01/2018,9,20.47531244,
28/01/2018,10,37.10058351,
28/01/2018,11,13.75166434,
28/01/2018,12,-0.338507867,
28/01/2018,13,-36.66612547,
28/01/2018,14,-3.734789267,
28/01/2018,15,-28.65762457,
28/01/2018,16,14.04023364,
28/01/2018,17,2.675860135,
28/01/2018,18,-47.26455275,
28/01/2018,19,-26.02523039,
28/01/2018,20,22.04204617,
28/01/2018,21,22.49521407,
28/01/2018,22,51.4305934,
28/01/2018,23,50.16591079,
28/01/2018,24,0.459577146,
28/01/2018,25,-59.44383951,
28/01/2018,26,116.5090084,
28/01/2018,27,-16.45470268,
29/01/2018,1,-16.56677668,
29/01/2018,2,-0.810740863,
29/01/2018,3,17.16844438,
29/01/2018,4,7.453320003,
29/01/2018,5,5.133358564,
29/01/2018,6,-1.57972735,
29/01/2018,7,-0.370299158,
29/01/2018,8,27.53837016,
29/01/2018,9,0.005963275,
29/01/2018,10,-6.555567757,
29/01/2018,11,18.96593737,
29/01/2018,12,-18.04777305,
29/01/2018,13,37.20823151,
29/01/2018,14,9.249439132,
29/01/2018,15,56.32763737,
29/01/2018,16,56.53151579,
29/01/2018,17,-32.4197767,
29/01/2018,18,-20.23180774,
29/01/2018,19,44.11881052,
29/01/2018,20,-18.5907016,
29/01/2018,21,-11.85486947,
29/01/2018,22,-10.0781659,
29/01/2018,23,5.337846443,
29/01/2018,24,-9.241340178,
29/01/2018,25,-49.64471877,
29/01/2018,26,-34.38152449,
29/01/2018,27,47.79381019,
30/01/2018,1,10.50252099,
30/01/2018,2,10.10198198,
30/01/2018,3,-1.118850372,
30/01/2018,4,16.0659654,
30/01/2018,5,-4.121581156,
30/01/2018,6,9.483985398,
30/01/2018,7,-3.590386923,
30/01/2018,8,6.69263234,
30/01/2018,9,12.69278453,
30/01/2018,10,0.132064789,
30/01/2018,11,6.260347906,
30/01/2018,12,37.03234307,
30/01/2018,13,21.08276663,
30/01/2018,14,-4.447249525,
30/01/2018,15,-15.29327487,
30/01/2018,16,-39.17997515,
30/01/2018,17,-2.797801304,
30/01/2018,18,-60.6475495,
30/01/2018,19,-51.67796876,
30/01/2018,20,-25.53119032,
30/01/2018,21,40.35072943,
30/01/2018,22,1.416113959,
30/01/2018,23,25.71509781,
30/01/2018,24,-49.17660867,
30/01/2018,25,1.583775249,
30/01/2018,26,-3.780050288,
30/01/2018,27,-87.71723523,
31/01/2018,1,-9.990571605,
31/01/2018,2,20.18786526,
31/01/2018,3,-2.326679225,
31/01/2018,4,27.59223872,
31/01/2018,5,2.733366075,
31/01/2018,6,-40.36582488,
31/01/2018,7,-36.02761246,
31/01/2018,8,-22.34155863,
31/01/2018,9,-13.01210013,
31/01/2018,10,41.93560878,
31/01/2018,11,14.9714107,
31/01/2018,12,19.78662857,
31/01/2018,13,-38.98648737,
31/01/2018,14,-27.74372328,
31/01/2018,15,38.56942991,
31/01/2018,16,5.321678022,
31/01/2018,17,20.85524738,
31/01/2018,18,56.44513289,
31/01/2018,19,17.86012313,
31/01/2018,20,-89.40864523,
31/01/2018,21,25.10587851,
31/01/2018,22,16.06168677,
31/01/2018,23,20.69220906,
31/01/2018,24,14.45300938,
31/01/2018,25,-65.80704422,
31/01/2018,26,-169.8484715,
31/01/2018,27,20.08010702,
01/02/2018,1,0.498896318,
01/02/2018,2,3.170810162,
01/02/2018,3,8.834265952,
01/02/2018,4,1.510872007,
01/02/2018,5,10.73194121,
01/02/2018,6,8.204155564,
01/02/2018,7,31.67872232,
01/02/2018,8,-28.55913814,
01/02/2018,9,18.2931572,
01/02/2018,10,22.81492516,
01/02/2018,11,10.96214094,
01/02/2018,12,23.09524728,
01/02/2018,13,-5.186582841,
01/02/2018,14,26.92696719,
